booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B007628,G03042,H00008,L02273,6,29,1056.39,cancelled,guest
B007629,G01951,H00617,L01305,5,11,1298.76,completed,none
B007630,G03520,H00279,L00677,2,2,254.06,completed,none
B007631,G02461,H00560,L01258,2,27,574.21,active,none
B007632,G03724,H00289,L02203,5,26,986.4,completed,none
B007633,G01898,H00284,L02368,7,42,1103.87,completed,none
B007634,G01968,H00843,L01414,6,26,1160.3,active,none
B007635,G02483,H01085,L00717,6,11,725.63,completed,none
B007636,G02315,H00764,L00379,1,21,334.31,completed,none
B007637,G03836,H01157,L01715,3,41,524.21,cancelled,guest
B007638,G00354,H00038,L01665,5,11,1045.68,active,none
B007639,G03834,H00809,L02060,6,30,1281.22,completed,none
B007640,G01599,H00755,L02541,6,5,1026.03,completed,none
B007641,G01265,H01474,L02172,7,44,1965.03,completed,none
B007642,G01909,H00107,L01098,4,38,685.21,completed,none
B007643,G01512,H00751,L02722,3,37,837.74,completed,none
B007644,G02007,H01161,L02131,7,24,2543.91,completed,none
B007645,G03072,H01293,L00796,8,25,1412.55,active,none
B007646,G01940,H00704,L02727,2,-2,264.23,active,none
B007647,G01678,H00857,L00332,6,11,1259.67,completed,none
B007648,G01120,H01321,L02037,1,6,115.39,completed,none
B007649,G00059,H00578,L00462,9,36,2855.44,completed,none
B007650,G01521,H00424,L00171,7,2,297.33,completed,none
B007651,G01145,H00923,L01115,8,5,1361.92,completed,none
B007652,G00846,H00936,L01676,4,16,614.83,cancelled,host
B007653,G03726,H00164,L02628,8,4,1305.08,completed,none
B007654,G00140,H00495,L00115,8,34,3289.1,completed,none
B007655,G01713,H01259,L01576,8,23,1272.59,completed,none
B007656,G01822,H00282,L02614,5,44,1523.46,completed,none
B007657,G00383,H01352,L02361,9,4,1234.18,completed,none
B007658,G02448,H01457,L01507,4,8,470.32,active,none
B007659,G01476,H00112,L00157,3,33,1086.93,completed,none
B007660,G02367,H00324,L02350,8,27,1915.38,cancelled,host
B007661,G02944,H00202,L02312,7,40,711.87,completed,none
B007662,G00551,H00644,L00694,7,21,793.2,completed,none
B007663,G01944,H00206,L01025,6,7,1082.27,completed,none
B007664,G03014,H01184,L00583,2,20,219.86,completed,none
B007665,G02737,H01441,L01754,6,38,916.95,completed,none
B007666,G00089,H01246,L02924,4,38,881.15,active,none
B007667,G02019,H00276,L00838,5,33,916.05,completed,none
B007668,G02647,H00478,L00999,5,21,519.1,completed,none
B007669,G02667,H00588,L00990,8,22,1644.21,completed,none
B007670,G00590,H01136,L02436,5,44,1062.0,completed,none
B007671,G00224,H00451,L01345,8,-2,1307.82,completed,none
B007672,G03436,H01040,L00291,9,18,989.68,completed,none
B007673,G02941,H00385,L00295,8,2,2780.17,active,none
B007674,G00794,H00388,L01129,2,-1,192.34,cancelled,host
B007675,G01006,H00295,L00277,4,27,634.47,completed,none
B007676,G03338,H00615,L02782,8,6,4026.46,completed,none
B007677,G02151,H00074,L02533,5,34,1455.05,completed,none
B007678,G01546,H00588,L01635,2,33,181.88,completed,none
B007679,G02097,H00885,L01431,7,18,956.55,cancelled,guest
B007680,G00072,H01140,L02356,6,31,900.02,active,none
B007681,G01092,H00317,L00522,1,21,185.47,completed,none
B007682,G01133,H01465,L00189,9,30,943.19,completed,none
B007683,G00473,H01138,L02079,3,-2,266.83,completed,none
B007684,G03191,H01118,L00854,3,5,640.78,completed,none
B007685,G01270,H00958,L02038,9,38,1758.33,cancelled,guest
B007686,G00482,H00271,L00339,8,9,1120.93,completed,none
B007687,G00889,H00667,L01266,1,-1,156.41,completed,none
B007688,G01397,H00842,L01105,4,36,736.05,completed,none
B007689,G00241,H00746,L00562,2,6,243.95,completed,none
B007690,G03598,H00676,L01200,7,39,1259.6,cancelled,guest
B007691,G00220,H00935,L02684,9,31,2409.11,completed,none
B007692,G00725,H01450,L00689,4,3,624.55,completed,none
B007693,G03877,H00095,L00570,2,-2,402.57,completed,none
B007694,G03445,H01041,L00780,5,20,2205.37,cancelled,guest
B007695,G01988,H00923,L02276,3,32,586.41,completed,none
B007696,G03174,H00300,L00826,7,33,1487.01,completed,none
B007697,G02330,H00107,L01098,7,35,1296.64,active,none
B007698,G00460,H00634,L00681,5,14,979.91,completed,none
B007699,G03208,H00286,L01609,4,22,824.51,completed,none
B007700,G00179,H01321,L02037,9,0,1080.26,cancelled,guest
B007701,G03673,H00844,L01999,3,20,271.11,completed,none
B007702,G01184,H01122,L01769,7,14,1056.1,completed,none
B007703,G00528,H01486,L00146,3,13,352.41,completed,none
B007704,G02719,H01182,L00209,5,28,2321.51,completed,none
B007705,G03612,H01278,L02730,2,3,350.3,completed,none
B007706,G03097,H01413,L02746,4,16,554.0,completed,none
B007707,G02251,H01247,L00799,2,15,689.53,completed,none
B007708,G03827,H01302,L02978,6,31,1352.22,completed,none
B007709,G01950,H00479,L00006,5,31,709.3,completed,none
B007710,G01401,H01492,L01557,9,35,1460.16,completed,none
B007711,G01139,H00256,L01620,6,37,1313.85,completed,none
B007712,G02709,H00564,L01241,7,32,1378.92,completed,none
B007713,G00473,H01053,L00639,3,39,499.6,completed,none
B007714,G02656,H00412,L00494,9,1,2793.15,completed,none
B007715,G03599,H01177,L01198,3,38,383.04,completed,none
B007716,G00455,H00940,L00510,2,22,222.5,completed,none
B007717,G02383,H01409,L00357,4,19,1511.92,completed,none
B007718,G01053,H00927,L01993,3,14,721.86,completed,none
B007719,G00250,H00261,L02329,6,24,1884.63,completed,none
B007720,G02826,H00785,L00813,7,41,1312.21,completed,none
B007721,G02282,H00607,L01775,2,10,166.7,completed,none
B007722,G00877,H00003,L02807,5,8,388.91,completed,none
B007723,G00143,H00994,L00611,3,24,1138.31,completed,none
B007724,G00470,H01446,L01007,3,14,654.43,cancelled,host
B007725,G02620,H00734,L02213,4,44,1247.8,completed,none
B007726,G02561,H00465,L01126,9,18,835.93,completed,none
B007727,G01101,H00143,L01947,1,28,179.95,cancelled,host
B007728,G01294,H00237,L02682,6,9,1207.15,completed,none
B007729,G03095,H00733,L02691,1,28,322.18,completed,none
B007730,G02083,H00493,L01595,3,32,568.6,active,none
B007731,G00065,H00764,L02820,5,14,1459.98,completed,none
B007732,G01070,H00349,L02438,4,24,838.61,completed,none
B007733,G03809,H00706,L02646,1,4,125.77,completed,none
B007734,G02973,H00404,L02863,1,29,125.63,completed,none
B007735,G01263,H01033,L01192,8,44,502.94,completed,none
B007736,G00356,H01228,L01878,6,3,2005.67,cancelled,host
B007737,G00623,H00157,L02579,1,30,219.43,completed,none
B007738,G03977,H00969,L02987,8,39,1378.46,cancelled,guest
B007739,G02213,H00699,L02240,9,33,1668.84,completed,none
B007740,G01925,H01359,L00844,2,-2,249.3,completed,none
B007741,G03375,H00932,L02698,5,15,528.93,active,none
B007742,G03796,H00964,L02048,8,2,1231.32,completed,none
B007743,G02482,H01155,L02380,1,26,145.44,completed,none
B007744,G01553,H00905,L00053,8,10,1456.16,completed,none
B007745,G02389,H00267,L00895,5,29,857.28,completed,none
B007746,G02842,H00505,L00107,1,39,78.9,completed,none
B007747,G02615,H01064,L02035,8,11,2246.09,completed,none
B007748,G02404,H00926,L01212,3,19,937.57,completed,none
B007749,G02440,H00775,L00353,8,14,4544.63,completed,none
B007750,G02926,H00646,L01342,8,29,1077.96,completed,none
B007751,G01337,H01142,L00546,6,37,1536.64,completed,none
B007752,G01939,H01205,L00002,1,17,324.46,completed,none
B007753,G01151,H01195,L01545,8,6,988.19,completed,none
B007754,G03482,H01198,L00680,3,38,469.01,completed,none
B007755,G00764,H01205,L01012,8,-2,1246.54,cancelled,guest
B007756,G00927,H00423,L00491,8,6,2392.39,completed,none
B007757,G00011,H00425,L00940,4,3,483.47,completed,none
B007758,G03410,H00827,L02601,5,11,828.96,completed,none
B007759,G03937,H00498,L01293,3,10,316.12,completed,none
B007760,G02044,H01333,L02583,6,32,1911.22,completed,none
B007761,G03706,H01174,L01896,3,4,787.91,completed,none
B007762,G02724,H01275,L01766,7,44,999.49,completed,none
B007763,G03980,H01218,L02679,1,35,115.0,completed,none
B007764,G02910,H01441,L02988,6,41,1946.97,cancelled,host
B007765,G03977,H01200,L01734,8,6,1258.76,completed,none
B007766,G02189,H01074,L01343,5,31,2054.27,cancelled,guest
B007767,G00923,H00195,L02473,3,-2,1126.16,completed,none
B007768,G03854,H00171,L02662,9,12,1158.67,completed,none
B007769,G00463,H01302,L02978,5,36,1260.33,active,none
B007770,G00982,H01487,L02764,5,-1,1385.68,completed,none
B007771,G02534,H00900,L02791,4,8,565.62,completed,none
B007772,G00896,H00262,L00873,3,34,528.76,completed,none
B007773,G02206,H01212,L01973,5,6,479.78,completed,none
B007774,G01860,H00523,L01967,5,7,856.52,completed,none
B007775,G02179,H00201,L00985,6,42,898.57,completed,none
B007776,G03297,H00965,L02948,2,22,235.5,completed,none
B007777,G00047,H01259,L02896,2,4,324.03,completed,none
B007778,G01051,H01385,L01324,2,44,494.36,cancelled,host
B007779,G01905,H00344,L01022,2,4,281.93,completed,none
B007780,G03823,H00312,L02570,3,30,1219.04,completed,none
B007781,G00572,H01367,L02173,3,38,375.78,completed,none
B007782,G01860,H00424,L00171,3,19,142.72,completed,none
B007783,G02242,H00727,L02603,1,44,178.81,completed,none
B007784,G01361,H00189,L00950,4,10,730.84,completed,none
B007785,G02579,H00185,L02612,3,35,774.74,completed,none
B007786,G00754,H00868,L02542,1,5,146.13,completed,none
B007787,G03284,H00133,L00014,9,17,795.33,cancelled,guest
B007788,G01120,H00278,L00143,3,42,987.44,completed,none
B007789,G03358,H01189,L02811,1,12,221.33,completed,none
B007790,G03594,H00925,L01292,7,24,3016.45,completed,none
B007791,G01987,H00710,L01239,6,41,1393.61,cancelled,guest
B007792,G02255,H01049,L02082,5,11,808.1,completed,none
B007793,G00640,H01015,L02568,7,-2,666.2,completed,none
B007794,G02902,H00882,L02371,7,-2,1855.33,completed,none
B007795,G02095,H01410,L02663,7,2,3758.74,completed,none
B007796,G00024,H00098,L00161,1,30,127.25,completed,none
B007797,G00300,H00750,L02736,7,43,1113.84,completed,none
B007798,G01026,H00055,L00769,2,36,279.7,completed,none
B007799,G01260,H00189,L01588,2,10,197.9,completed,none
B007800,G02051,H00809,L02711,3,39,606.41,completed,none
B007801,G00881,H00141,L01724,6,24,770.55,completed,none
B007802,G00201,H01495,L01229,4,23,709.99,completed,none
B007803,G01154,H01345,L01559,4,19,363.8,completed,none
B007804,G01654,H00394,L01524,3,6,1465.72,completed,none
B007805,G01713,H00699,L02240,9,7,1992.54,cancelled,guest
B007806,G01279,H00289,L02203,5,0,1077.8,completed,none
B007807,G01087,H00631,L00643,1,12,238.92,completed,none
B007808,G02088,H00512,L01517,6,36,1018.94,completed,none
B007809,G03060,H00726,L00663,7,24,1220.85,cancelled,guest
B007810,G00132,H00236,L00782,5,44,548.61,completed,none
B007811,G03182,H00963,L02839,4,11,857.05,cancelled,guest
B007812,G03037,H01457,L00307,6,38,2529.64,completed,none
B007813,G01730,H00476,L02496,5,-1,1016.49,completed,none
B007814,G03741,H00023,L00326,8,2,3289.5,active,none
B007815,G03330,H00932,L02698,2,41,223.93,completed,none
B007816,G02411,H00112,L00157,8,12,2790.63,cancelled,guest
B007817,G02572,H00206,L01071,3,35,569.7,completed,none
B007818,G01729,H00634,L00681,9,1,1859.77,completed,none
B007819,G02726,H00474,L02660,3,13,470.53,active,none
B007820,G00304,H00636,L02442,1,20,97.76,completed,none
B007821,G00639,H00849,L02552,2,29,757.84,completed,none
B007822,G00924,H01251,L01439,6,30,1857.4,completed,none
B007823,G02630,H00585,L02070,3,34,1377.79,active,none
B007824,G02467,H01300,L01321,1,24,277.14,completed,none
B007825,G01637,H00731,L02481,7,40,1213.61,cancelled,host
B007826,G03554,H00159,L02952,6,35,691.74,completed,none
B007827,G03135,H00299,L01187,4,39,1124.91,active,none
B007828,G03606,H00387,L01169,6,27,1264.44,completed,none
B007829,G01286,H00485,L00752,9,2,2012.0,active,none
B007830,G03266,H00008,L02763,5,8,1468.57,completed,none
B007831,G01210,H00015,L00447,5,4,557.88,completed,none
B007832,G00171,H01475,L01600,3,42,428.72,completed,none
B007833,G02505,H01110,L01825,3,26,478.15,completed,none
B007834,G00145,H01250,L02243,3,-2,475.65,completed,none
B007835,G01256,H01348,L02501,7,17,1096.91,active,none
B007836,G03297,H01458,L02414,4,44,611.91,completed,none
B007837,G02845,H00684,L00100,8,19,614.45,completed,none
B007838,G03912,H00896,L02331,8,0,884.79,completed,none
B007839,G00991,H00271,L00713,1,2,134.73,active,none
B007840,G02359,H00628,L02748,3,24,944.15,completed,none
B007841,G00521,H00374,L01485,5,29,784.91,completed,none
B007842,G01331,H00884,L02556,2,36,547.73,cancelled,guest
B007843,G01778,H01313,L01558,2,5,404.04,completed,none
B007844,G03740,H00176,L01702,6,7,853.95,completed,none
B007845,G00077,H00024,L01637,8,16,2756.37,active,none
B007846,G00581,H00065,L00296,4,34,630.54,completed,none
B007847,G03908,H00868,L02542,4,30,623.09,completed,none
B007848,G03963,H00287,L01699,8,35,1081.05,completed,none
B007849,G02166,H01118,L02651,4,40,346.8,completed,none
B007850,G03860,H00080,L00654,6,39,1065.4,completed,none
B007851,G01539,H00459,L01116,3,44,625.5,completed,none
B007852,G00645,H00148,L02406,1,4,356.45,completed,none
B007853,G01745,H01285,L00916,7,0,1062.89,completed,none
B007854,G01735,H01059,L00080,8,5,2273.72,completed,none
B007855,G02091,H01444,L02426,5,7,351.71,completed,none
B007856,G03010,H00648,L01562,8,38,1373.14,completed,none
B007857,G00064,H00504,L00024,2,29,348.6,completed,none
B007858,G00676,H01160,L00815,4,30,590.14,completed,none
B007859,G01533,H00548,L00044,9,19,611.74,cancelled,guest
B007860,G00726,H01143,L00105,1,28,57.84,completed,none
B007861,G02458,H00826,L00696,3,44,276.26,completed,none
B007862,G03683,H00241,L01930,5,31,580.87,active,none
B007863,G00428,H01425,L01602,8,17,953.85,completed,none
B007864,G03539,H00545,L01449,4,10,352.98,completed,none
B007865,G00971,H00747,L02584,3,31,275.42,cancelled,host
B007866,G03106,H01495,L02211,6,4,2071.31,completed,none
B007867,G01028,H01395,L00206,8,44,1945.72,completed,none
B007868,G01788,H00378,L02536,2,9,831.0,cancelled,guest
B007869,G00896,H00357,L02359,5,31,1792.51,active,none
B007870,G02512,H00876,L02526,9,22,1688.41,completed,none
B007871,G00927,H00634,L00681,5,0,1068.51,completed,none
B007872,G02942,H00293,L00274,6,37,713.71,cancelled,guest
B007873,G01667,H00354,L01891,3,-1,436.76,completed,none
B007874,G01601,H00502,L01708,9,36,842.31,completed,none
B007875,G01329,H00403,L00832,6,31,1546.57,completed,none
B007876,G00728,H01066,L02255,3,16,899.16,cancelled,guest
B007877,G00082,H00289,L02203,5,5,1072.3,completed,none
B007878,G02514,H00656,L00535,7,26,1261.07,cancelled,guest
B007879,G00429,H01250,L02243,8,38,1358.57,completed,none
B007880,G01621,H01206,L02111,2,9,433.43,completed,none
B007881,G03275,H00322,L00470,3,9,510.73,active,none
B007882,G00376,H00809,L01425,5,25,1102.63,completed,none
B007883,G02020,H01177,L02318,6,21,1097.47,completed,none
B007884,G02423,H01066,L01141,7,8,1831.7,completed,none
B007885,G01218,H00185,L01773,4,24,843.13,completed,none
B007886,G01906,H01182,L00209,6,31,2368.19,completed,none
B007887,G01927,H00008,L02273,4,41,681.38,completed,none
B007888,G00630,H00727,L01716,8,1,3053.02,cancelled,guest
B007889,G03036,H00635,L02602,2,27,604.7,completed,none
B007890,G01944,H00144,L00175,2,13,576.15,active,none
B007891,G02258,H00262,L00873,4,43,598.59,completed,none
B007892,G00877,H00003,L01287,2,32,264.77,cancelled,guest
B007893,G03146,H00055,L01611,9,36,4530.64,completed,none
B007894,G00793,H01258,L01484,5,7,2056.52,completed,none
B007895,G01986,H00659,L00087,9,17,1299.55,completed,none
B007896,G01006,H00699,L02240,6,3,1112.17,active,none
B007897,G01645,H00405,L01419,8,16,1016.43,completed,none
B007898,G00950,H01249,L00271,7,27,1823.29,completed,none
B007899,G02439,H00531,L00929,1,40,101.37,completed,none
B007900,G03348,H01246,L02924,4,15,836.42,completed,none
B007901,G03314,H01104,L01428,7,18,1321.04,completed,none
B007902,G03904,H00337,L00703,9,25,2039.92,completed,none
B007903,G03294,H00129,L00805,2,18,588.35,completed,none
B007904,G01085,H00259,L00346,1,5,194.03,active,none
B007905,G03305,H01395,L00206,2,10,504.26,completed,none
B007906,G00596,H00345,L02959,9,8,1286.16,completed,none
B007907,G01957,H00353,L00560,2,15,575.25,completed,none
B007908,G01845,H01448,L02902,9,39,1423.94,completed,none
B007909,G01050,H00990,L02456,7,-2,2512.54,completed,none
B007910,G00892,H00750,L01243,6,14,1712.31,completed,none
B007911,G01656,H00578,L01018,1,20,120.26,cancelled,guest
B007912,G02400,H00885,L01431,9,39,1456.15,completed,none
B007913,G01134,H00088,L00387,9,7,2692.99,completed,none
B007914,G01797,H00476,L02757,1,38,209.19,completed,none
B007915,G00066,H00864,L02445,6,42,677.3,completed,none
B007916,G03983,H00630,L00450,5,26,1475.16,completed,none
B007917,G01474,H00547,L02388,3,43,576.71,completed,none
B007918,G01086,H00392,L00673,8,8,2180.23,completed,none
B007919,G03340,H00777,L00997,5,8,2349.8,completed,none
B007920,G02980,H00243,L00641,7,1,1126.99,completed,none
B007921,G00770,H00526,L01515,4,39,595.37,completed,none
B007922,G03728,H00559,L01248,9,12,5063.15,completed,none
B007923,G03574,H00610,L02174,1,4,157.73,completed,none
B007924,G02379,H01002,L01146,8,1,1947.31,completed,none
B007925,G03065,H00445,L00363,9,27,927.06,active,none
B007926,G00552,H00699,L02147,7,35,1402.83,active,none
B007927,G01264,H00779,L00902,6,23,1923.82,completed,none
B007928,G03808,H00587,L00529,6,0,3982.12,completed,none
B007929,G02518,H00826,L00696,6,35,511.71,cancelled,guest
B007930,G02718,H01385,L01589,1,31,389.5,completed,none
B007931,G02797,H00114,L00949,9,40,1284.21,completed,none
B007932,G00445,H01259,L01295,3,27,476.58,completed,none
B007933,G02737,H01209,L02186,3,35,764.88,completed,none
B007934,G01802,H01067,L02252,1,8,189.8,completed,none
B007935,G03645,H00754,L02813,3,37,1777.35,completed,none
B007936,G01532,H00075,L02305,3,5,481.73,completed,none
B007937,G01655,H00305,L01836,3,28,477.3,completed,none
B007938,G00017,H00444,L00691,8,5,3230.11,cancelled,guest
B007939,G02698,H00924,L00893,1,34,205.4,cancelled,host
B007940,G01244,H00253,L01009,7,37,1219.39,completed,none
B007941,G00990,H00704,L02727,1,2,145.1,completed,none
B007942,G01367,H01369,L02915,9,33,3727.57,completed,none
B007943,G02138,H00068,L00581,6,7,1257.19,completed,none
B007944,G01682,H01304,L02087,2,5,546.48,cancelled,guest
B007945,G00851,H01333,L01691,4,22,1751.93,cancelled,guest
B007946,G02576,H00405,L00596,8,14,2954.78,cancelled,guest
B007947,G00495,H01186,L00971,9,18,2015.43,completed,none
B007948,G02699,H01445,L02031,4,26,1311.22,completed,none
B007949,G02241,H01265,L00234,9,16,1710.45,completed,none
B007950,G03367,H01495,L01229,6,17,1078.08,completed,none
B007951,G02484,H00752,L02155,7,15,2232.66,completed,none
B007952,G01259,H00826,L00276,3,-2,509.98,active,none
B007953,G02603,H00071,L00730,2,14,215.84,completed,none
B007954,G01182,H00676,L00496,3,37,328.45,active,none
B007955,G00038,H00564,L01972,1,10,99.42,active,none
B007956,G01453,H00430,L02277,9,33,1567.23,completed,none
B007957,G00034,H01307,L01112,5,37,1973.77,completed,none
B007958,G02795,H01315,L02246,4,10,442.14,cancelled,guest
B007959,G01086,H00634,L00254,1,33,256.42,cancelled,host
B007960,G03009,H00809,L00138,4,37,1177.02,cancelled,host
B007961,G00728,H00691,L00266,5,17,1958.07,completed,none
B007962,G03971,H01282,L01467,4,32,2304.71,completed,none
B007963,G00740,H01262,L01048,1,41,132.21,active,none
B007964,G01204,H00163,L02439,1,0,188.3,cancelled,guest
B007965,G00698,H01241,L02841,8,38,1874.37,completed,none
B007966,G03046,H01476,L02681,2,24,223.49,completed,none
B007967,G00355,H01019,L02665,9,12,2165.21,completed,none
B007968,G03137,H01054,L00647,5,25,943.02,active,none
B007969,G03255,H00968,L01111,6,18,756.59,completed,none
B007970,G01006,H00667,L01266,5,29,843.4,completed,none
B007971,G01748,H01349,L02441,1,44,190.67,active,none
B007972,G00369,H00423,L00491,7,3,1937.76,active,none
B007973,G01827,H01331,L02929,2,15,603.36,completed,none
B007974,G03040,H00141,L01724,7,-2,861.5,completed,none
B007975,G03407,H01424,L02389,6,21,1371.28,completed,none
B007976,G02534,H01471,L02596,1,20,128.72,completed,none
B007977,G02107,H00172,L01244,2,18,520.3,completed,none
B007978,G03471,H00093,L02116,7,21,1074.61,completed,none
B007979,G01548,H00752,L02155,5,14,1675.26,completed,none
B007980,G01015,H00625,L02497,5,10,1357.06,active,none
B007981,G01868,H01167,L00725,3,37,1223.17,cancelled,host
B007982,G00626,H01255,L01097,9,25,1056.33,completed,none
B007983,G02103,H01364,L02511,5,31,1115.51,completed,none
B007984,G03307,H00355,L00817,1,22,181.09,completed,none
B007985,G03955,H00258,L00933,2,32,438.26,completed,none
B007986,G02791,H00488,L02695,5,33,787.95,completed,none
B007987,G00700,H00785,L01325,2,15,431.83,completed,none
B007988,G00134,H01482,L02999,8,28,1118.81,completed,none
B007989,G03354,H01094,L00094,9,12,1064.1,completed,none
B007990,G00699,H00539,L00089,5,18,863.49,completed,none
B007991,G02904,H00870,L02354,8,32,927.07,completed,none
B007992,G03517,H00712,L01177,5,30,720.61,completed,none
B007993,G03570,H01207,L01535,4,22,751.85,completed,none
B007994,G01320,H00058,L02503,8,3,1274.43,completed,none
B007995,G00249,H00432,L01099,3,12,1062.35,completed,none
B007996,G02643,H00372,L01733,8,12,1084.76,completed,none
B007997,G03158,H00172,L00595,3,4,706.06,cancelled,host
B007998,G00787,H00444,L02476,2,1,489.61,completed,none
B007999,G02832,H00177,L02010,2,35,554.37,completed,none
B008000,G01477,H01373,L01190,2,3,854.71,cancelled,guest
B008001,G00815,H00434,L02893,3,24,530.15,completed,none
B008002,G00391,H00524,L01503,2,3,262.85,completed,none
B008003,G03354,H00390,L02845,6,19,1054.52,completed,none
B008004,G01065,H01173,L01842,8,15,1098.41,active,none
B008005,G02555,H01246,L01316,9,22,1164.55,cancelled,host
B008006,G00649,H00776,L00555,6,-2,2032.4,completed,none
B008007,G01704,H00116,L01815,6,10,1489.52,completed,none
B008008,G03236,H00619,L00592,4,16,676.39,completed,none
B008009,G03970,H01212,L00408,2,-1,280.24,completed,none
B008010,G01466,H00900,L00962,6,29,802.03,completed,none
B008011,G03026,H01276,L00242,1,30,187.85,cancelled,guest
B008012,G02705,H00810,L01167,7,2,1527.03,completed,none
B008013,G00871,H00661,L00314,3,32,368.59,completed,none
B008014,G00323,H00212,L00937,8,38,1821.07,completed,none
B008015,G01162,H00905,L01796,9,15,797.28,cancelled,guest
B008016,G00286,H00777,L00997,3,44,1381.81,completed,none
B008017,G00320,H01052,L01901,7,17,2624.81,completed,none
B008018,G00787,H00763,L00900,3,10,299.54,completed,none
B008019,G00952,H00595,L00320,3,7,963.83,completed,none
B008020,G01483,H00086,L00608,4,41,512.94,cancelled,guest
B008021,G02837,H00229,L00386,5,14,807.22,completed,none
B008022,G02809,H00434,L02553,7,1,877.69,completed,none
B008023,G00596,H00657,L00774,8,20,1421.08,completed,none
B008024,G00626,H01246,L01316,8,18,1161.53,completed,none
B008025,G01056,H00378,L01511,2,-2,479.12,completed,none
B008026,G02566,H01343,L02941,8,32,1013.74,completed,none
B008027,G00504,H00206,L01071,9,3,1890.76,completed,none
B008028,G02977,H01118,L02651,7,18,634.12,completed,none
B008029,G00177,H00109,L00748,8,16,1826.18,cancelled,guest
B008030,G03317,H00101,L00984,1,34,290.1,cancelled,guest
B008031,G00172,H01112,L00078,3,17,641.98,completed,none
B008032,G03184,H01155,L00250,2,8,681.17,completed,none
B008033,G02911,H00751,L02722,7,3,1856.99,completed,none
B008034,G00942,H01201,L01139,8,15,1089.23,completed,none
B008035,G02517,H00651,L00524,2,27,623.02,completed,none
B008036,G00615,H00085,L02983,2,16,895.15,completed,none
B008037,G03771,H00901,L02899,6,27,659.89,completed,none
B008038,G01820,H01238,L00371,6,14,1515.71,completed,none
B008039,G03584,H01436,L00121,6,35,885.05,completed,none
B008040,G02235,H01255,L01785,6,3,1083.82,completed,none
B008041,G01639,H00192,L01983,8,15,1419.6,completed,none
B008042,G01076,H00080,L00654,2,11,378.45,active,none
B008043,G00221,H01184,L01597,4,35,815.58,completed,none
B008044,G03922,H01378,L00732,3,2,364.02,completed,none
B008045,G00139,H00679,L00410,2,1,225.13,completed,none
B008046,G01448,H01232,L01455,5,6,721.25,completed,none
B008047,G02748,H00630,L02728,7,41,978.79,completed,none
B008048,G02522,H00224,L01320,5,32,1169.64,completed,none
B008049,G01121,H01147,L01964,4,42,750.23,completed,none
B008050,G01557,H00171,L01444,6,40,1489.12,completed,none
B008051,G03761,H00653,L02990,6,-1,1085.74,completed,none
B008052,G00933,H00316,L02787,3,5,472.36,completed,none
B008053,G00132,H00767,L02338,6,39,1538.19,completed,none
B008054,G02911,H00643,L02450,8,41,1559.84,completed,none
B008055,G03162,H00588,L00616,5,25,940.62,completed,none
B008056,G00580,H00866,L00091,5,14,935.75,completed,none
B008057,G03877,H00901,L02899,6,5,698.3,completed,none
B008058,G00294,H01209,L00941,4,25,1369.27,completed,none
B008059,G00858,H01364,L01127,3,27,672.18,completed,none
B008060,G03661,H00714,L02161,2,6,774.67,completed,none
B008061,G01258,H00303,L02908,8,16,2888.98,completed,none
B008062,G02151,H01478,L00269,4,8,518.58,completed,none
B008063,G00767,H01208,L01946,3,14,662.76,cancelled,guest
B008064,G00537,H01099,L02039,5,29,843.01,completed,none
B008065,G02267,H00470,L00994,9,9,1308.14,completed,none
B008066,G03716,H01102,L02789,4,31,626.25,active,none
B008067,G02070,H01071,L01125,4,10,679.52,completed,none
B008068,G01186,H01432,L02891,4,1,535.76,cancelled,host
B008069,G00440,H01293,L00126,4,6,643.42,completed,none
B008070,G02777,H00487,L02435,7,16,2646.12,completed,none
B008071,G02392,H01359,L00844,3,34,346.09,completed,none
B008072,G00482,H00657,L00774,9,1,1480.83,completed,none
B008073,G02238,H01242,L00179,2,6,374.62,active,none
B008074,G02978,H01163,L02942,3,1,412.14,completed,none
B008075,G03995,H00189,L01588,3,17,311.79,completed,none
B008076,G01881,H01463,L01892,6,38,607.09,completed,none
B008077,G03837,H01033,L02795,5,27,2998.44,completed,none
B008078,G01057,H00505,L00107,1,15,77.08,completed,none
B008079,G03806,H00648,L00800,5,27,896.01,completed,none
B008080,G02905,H00505,L01717,8,6,645.76,completed,none
B008081,G03148,H00680,L00757,2,28,528.13,completed,none
B008082,G03281,H01013,L02940,2,29,175.92,completed,none
B008083,G01819,H00882,L01790,6,38,1790.14,active,none
B008084,G03198,H01086,L00914,1,21,686.65,completed,none
B008085,G02495,H00065,L02705,8,6,645.68,completed,none
B008086,G02772,H00968,L02769,2,9,424.57,completed,none
B008087,G02528,H00227,L01772,3,-1,459.47,cancelled,guest
B008088,G03678,H00635,L02108,7,5,1155.48,completed,none
B008089,G03854,H01052,L02270,8,41,795.82,completed,none
B008090,G00446,H01257,L00498,4,19,1304.53,completed,none
B008091,G00687,H01174,L01896,5,22,1170.84,completed,none
B008092,G01364,H00809,L00812,2,8,396.58,completed,none
B008093,G01920,H00481,L00112,5,25,1314.6,cancelled,host
B008094,G03202,H00631,L00514,9,34,1432.48,completed,none
B008095,G02968,H00504,L00060,7,14,1664.0,completed,none
B008096,G01446,H00004,L01473,5,11,456.44,completed,none
