listing_id,host_id,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled
L02245,H00944,Seattle,entire_home,151.51,5.0,5.0,4.5,10,moderate,0
L02246,H01315,Seattle,private_room,96.23,4.2,4.75,4.18,8,strict,1
L02247,H01288,Chicago,private_room,318.18,5.0,4.87,4.43,16,moderate,1
L02248,H01311,Seattle,entire_home,97.04,4.9,4.86,4.16,12,moderate,1
L02249,H00749,San Francisco,private_room,208.98,4.07,4.74,4.77,6,strict,1
L02250,H00345,San Francisco,entire_home,221.39,4.61,4.4,4.9,16,strict,1
L02251,H01336,Denver,entire_home,180.93,4.73,4.21,4.0,8,flexible,1
L02252,H01067,Miami,entire_home,174.06,4.52,4.67,4.9,9,flexible,1
L02253,H01170,San Francisco,private_room,221.44,4.16,4.29,4.15,15,moderate,1
L02254,H00884,Nashville,entire_home,144.94,4.23,4.58,4.58,4,flexible,0
L02255,H01066,Denver,entire_home,248.81,4.37,4.51,4.78,18,moderate,1
L02256,H01347,Austin,entire_home,141.35,4.43,4.31,4.39,9,moderate,1
L02257,H01343,New York,hotel_room,231.8,4.48,4.58,4.03,27,strict,1
L02258,H01118,Nashville,entire_home,203.63,4.08,4.64,4.13,3,strict,0
L02259,H00652,Seattle,entire_home,182.16,4.67,4.43,4.78,11,moderate,1
L02260,H01261,Seattle,entire_home,77.3,4.69,3.69,4.84,18,moderate,1
L02261,H01161,Seattle,private_room,203.76,4.09,4.46,3.9,8,moderate,1
L02262,H00659,Austin,private_room,121.59,4.7,4.31,4.97,6,moderate,0
L02263,H00627,San Francisco,entire_home,191.14,3.62,4.07,4.19,9,moderate,1
L02264,H00261,Chicago,entire_home,230.07,4.2,5.0,4.27,0,strict,0
L02265,H01451,New York,private_room,143.76,4.19,4.22,4.61,12,flexible,1
L02266,H01455,Austin,entire_home,81.98,4.77,4.95,3.7,6,strict,0
L02267,H00063,Nashville,entire_home,200.99,4.26,4.5,4.55,6,moderate,0
L02268,H00381,Miami,entire_home,131.32,4.34,4.45,4.41,4,moderate,1
L02269,H00462,Boston,entire_home,306.13,4.77,4.7,4.66,14,flexible,1
L02270,H01052,Seattle,entire_home,86.21,4.45,5.0,4.41,9,moderate,0
L02271,H00497,Nashville,entire_home,195.98,4.36,4.5,4.82,9,moderate,1
L02272,H01351,Nashville,private_room,153.3,3.85,4.32,4.16,11,moderate,0
L02273,H00008,Denver,entire_home,155.93,4.7,4.71,4.67,6,moderate,0
L02274,H00220,Nashville,hotel_room,249.19,4.88,4.87,4.36,9,strict,1
L02275,H00310,Los Angeles,private_room,185.52,4.56,4.68,3.86,4,moderate,0
L02276,H00923,New York,entire_home,167.79,4.85,4.81,4.22,32,strict,1
L02277,H00430,Los Angeles,entire_home,137.49,4.63,4.87,4.49,11,flexible,1
L02278,H00235,Seattle,entire_home,165.13,4.34,4.88,4.43,11,moderate,0
L02279,H00241,Chicago,entire_home,74.05,4.91,4.49,4.24,5,flexible,0
L02280,H00994,Boston,entire_home,145.19,4.87,4.98,4.16,12,moderate,1
L02281,H00988,Austin,entire_home,131.87,4.47,4.4,4.47,7,flexible,1
L02282,H00423,Miami,entire_home,164.97,4.7,4.98,4.98,12,moderate,1
L02283,H00145,Austin,entire_home,169.61,5.0,5.0,4.4,19,strict,1
L02284,H01481,San Francisco,private_room,159.09,4.42,4.81,4.02,11,moderate,1
L02285,H00006,Boston,entire_home,181.0,4.8,4.87,5.0,21,strict,1
L02286,H00721,Boston,entire_home,139.7,4.75,4.85,3.68,5,strict,1
L02287,H01257,Seattle,entire_home,63.32,4.62,4.53,5.0,14,strict,1
L02288,H00531,Chicago,entire_home,59.03,4.53,4.71,4.5,11,moderate,1
L02289,H00969,Boston,hotel_room,147.53,3.88,5.0,4.35,6,flexible,1
L02290,H00628,Austin,entire_home,75.1,4.91,4.15,4.31,7,moderate,1
L02291,H00535,Nashville,entire_home,632.33,4.24,4.95,4.38,15,moderate,1
L02292,H00937,Seattle,entire_home,154.02,4.66,3.67,4.39,13,moderate,0
L02293,H00958,San Francisco,entire_home,407.45,4.39,4.31,5.0,15,moderate,1
L02294,H01138,Miami,entire_home,87.32,5.0,4.55,4.05,4,flexible,1
L02295,H00813,San Francisco,hotel_room,236.12,4.3,4.48,4.39,14,strict,1
L02296,H00330,Boston,private_room,146.16,4.38,4.86,4.41,26,flexible,1
L02297,H00958,Miami,entire_home,80.77,5.0,3.96,4.44,10,strict,1
L02298,H01427,Denver,private_room,163.37,4.78,4.71,5.0,12,flexible,1
L02299,H00546,Chicago,entire_home,109.22,4.35,4.21,4.38,23,moderate,1
L02300,H00460,Denver,entire_home,253.08,4.46,4.82,4.14,31,moderate,0
L02301,H00264,Austin,entire_home,130.8,4.69,4.11,5.0,33,flexible,1
L02302,H00419,Miami,entire_home,101.22,4.28,4.63,4.25,7,strict,0
L02303,H01397,Denver,entire_home,241.47,4.39,4.99,4.47,11,flexible,1
L02304,H00013,Seattle,entire_home,370.98,4.5,4.26,4.2,6,flexible,1
L02305,H00075,Chicago,private_room,151.28,4.64,4.49,4.34,20,flexible,0
L02306,H00176,Austin,entire_home,163.1,4.74,4.46,4.7,12,moderate,0
L02307,H01007,Seattle,entire_home,139.17,4.07,4.38,4.53,23,moderate,1
L02308,H00512,New York,entire_home,105.79,4.38,4.47,4.29,12,strict,0
L02309,H01231,Boston,entire_home,162.52,4.58,3.95,4.52,8,moderate,1
L02310,H00561,Seattle,entire_home,179.42,4.93,4.67,4.96,6,moderate,0
L02311,H01081,Chicago,entire_home,78.76,4.58,4.41,4.17,32,flexible,1
L02312,H00202,Boston,entire_home,80.29,4.82,4.45,4.7,6,flexible,1
L02313,H00284,Austin,entire_home,103.52,4.38,4.82,4.0,8,moderate,0
L02314,H00001,Los Angeles,private_room,103.1,4.91,4.28,4.15,7,strict,0
L02315,H00079,Chicago,entire_home,116.23,4.49,4.52,4.51,14,moderate,1
L02316,H01178,Denver,private_room,388.82,4.83,3.62,4.3,15,moderate,0
L02317,H01443,Chicago,entire_home,195.18,4.53,5.0,5.0,11,moderate,1
L02318,H01177,Denver,entire_home,149.5,4.82,4.96,4.75,27,moderate,0
L02319,H01098,Los Angeles,entire_home,170.53,4.47,4.38,4.78,12,strict,1
L02320,H00262,New York,entire_home,160.99,4.65,5.0,5.0,14,strict,0
L02321,H01463,Miami,entire_home,141.04,4.54,4.65,4.19,5,moderate,0
L02322,H00305,New York,entire_home,157.39,4.59,3.74,4.12,11,flexible,1
L02323,H00455,Miami,entire_home,123.19,4.77,4.21,4.58,12,strict,1
L02324,H00313,Miami,entire_home,133.22,4.77,4.69,4.5,15,moderate,1
L02325,H01371,Boston,hotel_room,151.89,4.16,4.32,4.5,19,flexible,1
L02326,H00103,Chicago,entire_home,170.98,4.89,4.33,4.31,7,moderate,1
L02327,H00796,Miami,entire_home,153.94,4.16,4.64,4.16,10,moderate,0
L02328,H01059,Chicago,entire_home,106.78,4.66,4.83,4.38,5,strict,0
L02329,H00261,Boston,hotel_room,257.35,4.2,4.23,4.25,10,flexible,1
L02330,H01264,Nashville,private_room,140.28,4.88,5.0,4.84,22,flexible,0
L02331,H00896,Nashville,entire_home,109.63,4.85,4.45,4.46,8,moderate,1
L02332,H00078,New York,entire_home,522.0,4.6,4.49,4.84,7,moderate,0
L02333,H00156,Denver,entire_home,56.63,4.33,4.46,4.12,17,moderate,0
L02334,H00334,Chicago,private_room,169.27,5.0,4.06,4.48,12,moderate,1
L02335,H00011,Austin,private_room,141.43,4.46,4.25,4.22,14,strict,1
L02336,H00895,Miami,hotel_room,313.8,4.37,3.99,4.37,8,moderate,1
L02337,H00517,Denver,entire_home,296.08,3.47,4.03,4.79,24,moderate,0
L02338,H00767,Nashville,entire_home,200.44,4.1,4.14,4.97,11,flexible,1
L02339,H00947,Los Angeles,entire_home,173.38,4.94,4.36,4.93,10,flexible,1
L02340,H01060,Boston,entire_home,104.3,4.49,4.19,4.14,20,strict,1
L02341,H01127,Austin,entire_home,275.56,4.4,4.32,4.71,18,flexible,1
L02342,H01062,Nashville,entire_home,144.21,4.75,4.53,4.16,13,moderate,0
L02343,H00166,Los Angeles,entire_home,295.4,4.35,4.23,4.72,11,flexible,1
L02344,H00685,Los Angeles,entire_home,177.47,4.17,4.48,4.05,5,strict,1
L02345,H01475,Nashville,entire_home,129.97,4.69,5.0,4.56,9,moderate,0
L02346,H00564,New York,entire_home,219.87,4.7,4.3,4.13,7,moderate,0
L02347,H00521,Nashville,entire_home,151.38,4.73,4.4,4.8,16,flexible,1
L02348,H01100,Boston,entire_home,139.2,4.03,4.63,4.11,17,strict,0
L02349,H00774,Boston,entire_home,154.92,4.78,4.83,4.6,16,moderate,0
L02350,H00324,Seattle,entire_home,218.3,4.72,4.34,4.68,23,strict,0
L02351,H01014,Los Angeles,entire_home,199.14,4.65,4.22,4.26,9,flexible,0
L02352,H01361,Miami,entire_home,106.77,4.68,4.74,4.3,21,moderate,0
L02353,H00006,San Francisco,entire_home,292.86,4.68,4.76,4.56,10,flexible,1
L02354,H00870,Denver,entire_home,99.81,4.3,4.26,4.76,7,flexible,0
L02355,H00892,Chicago,entire_home,158.23,4.21,4.59,5.0,2,flexible,0
L02356,H01140,Chicago,private_room,128.91,4.77,4.93,4.78,10,flexible,1
L02357,H00153,Denver,private_room,218.71,4.49,5.0,4.83,7,moderate,1
L02358,H00261,New York,private_room,132.12,5.0,4.91,4.63,6,moderate,1
L02359,H00357,New York,entire_home,271.59,4.41,4.64,4.4,19,flexible,1
L02360,H00009,Miami,entire_home,248.99,4.56,4.37,4.62,12,strict,0
L02361,H01352,San Francisco,private_room,121.33,4.17,4.41,4.45,7,moderate,0
L02362,H00871,Boston,hotel_room,248.06,4.21,4.46,4.64,20,strict,1
L02363,H01291,Miami,entire_home,308.81,4.35,4.53,3.64,16,strict,0
L02364,H01052,Boston,entire_home,196.16,4.21,4.77,4.98,5,moderate,1
L02365,H01428,Austin,entire_home,189.73,4.84,4.41,5.0,6,flexible,0
L02366,H00020,Denver,entire_home,174.87,4.83,4.4,4.01,10,strict,0
L02367,H01321,Los Angeles,entire_home,206.98,3.89,4.77,4.78,27,strict,0
L02368,H00284,Chicago,entire_home,146.41,4.25,4.06,4.84,14,strict,1
L02369,H00241,Chicago,private_room,119.36,4.38,4.65,4.52,9,moderate,1
L02370,H00601,Chicago,hotel_room,239.7,4.69,4.52,3.75,29,flexible,0
L02371,H00882,San Francisco,entire_home,225.94,4.43,4.47,4.35,14,flexible,1
L02372,H00678,San Francisco,entire_home,150.52,3.68,4.2,4.21,10,moderate,1
L02373,H00570,Los Angeles,entire_home,163.78,4.08,4.37,4.97,22,strict,0
L02374,H00199,Nashville,entire_home,176.65,5.0,4.67,4.45,8,flexible,1
L02375,H00462,San Francisco,entire_home,330.27,4.32,4.5,4.56,11,strict,1
L02376,H01178,New York,private_room,97.98,4.71,4.81,4.74,7,moderate,1
L02377,H01384,Chicago,entire_home,187.17,4.79,4.78,4.39,15,flexible,0
L02378,H00994,Nashville,private_room,182.52,4.12,4.09,4.22,6,flexible,1
L02379,H00644,New York,entire_home,250.22,4.53,3.73,4.75,17,flexible,1
L02380,H01155,Miami,entire_home,136.76,5.0,4.55,4.55,20,strict,0
L02381,H01364,Nashville,entire_home,146.27,4.65,4.38,4.37,8,moderate,1
L02382,H00756,Seattle,entire_home,244.58,4.58,4.42,4.26,29,strict,1
L02383,H00339,Nashville,private_room,115.73,4.54,4.49,3.66,11,moderate,1
L02384,H01285,San Francisco,entire_home,254.17,4.92,4.22,4.92,10,moderate,1
L02385,H01308,Austin,private_room,124.85,5.0,4.57,4.81,14,moderate,1
L02386,H00615,Los Angeles,private_room,124.71,3.93,4.6,5.0,9,moderate,1
L02387,H00578,Chicago,entire_home,193.71,5.0,4.32,4.93,5,moderate,1
L02388,H00547,New York,entire_home,152.55,4.72,4.6,4.79,8,moderate,1
L02389,H01424,Nashville,entire_home,183.45,4.78,4.11,4.59,8,moderate,1
L02390,H01392,Denver,private_room,223.2,4.45,4.39,4.21,10,strict,0
L02391,H00036,Los Angeles,entire_home,283.21,5.0,4.38,4.69,26,flexible,0
L02392,H00176,Boston,private_room,111.02,4.55,4.99,4.46,21,strict,1
L02393,H01112,San Francisco,entire_home,159.16,4.58,4.59,4.95,13,strict,1
L02394,H01017,Los Angeles,entire_home,169.68,4.3,4.88,4.49,13,moderate,0
L02395,H00447,Los Angeles,entire_home,254.32,4.19,4.51,4.46,13,flexible,1
L02396,H00184,Nashville,entire_home,159.62,4.25,4.28,4.15,5,flexible,0
L02397,H00705,San Francisco,entire_home,104.2,4.87,4.45,4.9,2,moderate,1
L02398,H01034,Boston,private_room,145.86,4.92,4.19,4.15,11,flexible,0
L02399,H00357,Denver,private_room,113.51,4.84,4.43,4.68,3,moderate,1
L02400,H01168,New York,entire_home,140.48,4.52,4.96,4.92,23,flexible,0
L02401,H00828,San Francisco,entire_home,127.92,4.82,4.73,4.47,19,flexible,1
L02402,H00990,Austin,entire_home,126.41,4.32,4.72,4.55,16,strict,1
L02403,H00978,Seattle,entire_home,222.15,4.54,4.78,3.96,16,flexible,1
L02404,H00668,Los Angeles,entire_home,93.02,4.39,4.47,3.98,8,flexible,1
L02405,H01100,Chicago,entire_home,219.25,4.34,4.49,4.04,25,flexible,1
L02406,H00148,New York,entire_home,310.18,4.61,4.46,4.75,11,strict,0
L02407,H01380,Chicago,private_room,222.1,4.73,4.77,4.11,7,flexible,1
L02408,H01027,Boston,private_room,148.31,4.46,4.43,4.77,8,flexible,0
L02409,H01022,Chicago,private_room,227.34,4.74,4.14,4.01,20,flexible,1
L02410,H00677,Denver,entire_home,96.42,4.55,4.31,4.42,4,moderate,1
L02411,H00450,Boston,entire_home,145.93,3.93,5.0,4.24,24,moderate,0
L02412,H00503,New York,private_room,122.13,4.27,4.84,4.34,20,moderate,1
L02413,H00668,Boston,private_room,178.13,4.67,4.3,4.91,15,flexible,0
L02414,H01458,New York,private_room,133.6,4.69,3.83,3.71,13,moderate,1
L02415,H00675,Boston,entire_home,103.68,4.4,4.68,4.99,21,moderate,1
L02416,H00986,Nashville,entire_home,118.03,4.27,4.75,4.61,11,moderate,1
L02417,H01141,Los Angeles,private_room,102.07,4.96,4.97,4.03,3,strict,0
L02418,H01126,Austin,private_room,96.33,4.77,4.53,4.73,11,strict,1
L02419,H00482,New York,entire_home,167.44,3.96,4.41,4.25,9,strict,1
L02420,H01080,New York,hotel_room,233.58,4.58,4.82,4.38,16,moderate,1
L02421,H00388,Austin,entire_home,209.6,4.57,4.77,4.95,6,flexible,1
L02422,H00852,Austin,entire_home,98.53,4.34,4.8,4.01,6,flexible,1
L02423,H01074,Austin,private_room,114.82,4.49,4.07,4.42,6,flexible,1
L02424,H01265,Boston,entire_home,104.74,4.16,4.95,4.72,5,moderate,1
L02425,H00770,Austin,entire_home,85.18,4.8,4.58,4.19,5,flexible,1
L02426,H01444,Chicago,private_room,61.14,4.99,4.47,3.77,4,flexible,1
L02427,H00070,Nashville,entire_home,78.39,4.29,4.33,4.12,17,moderate,0
L02428,H01382,Los Angeles,entire_home,185.32,4.48,4.94,4.62,14,moderate,1
L02429,H00002,Nashville,hotel_room,146.67,4.22,4.04,3.68,8,flexible,0
L02430,H01128,Nashville,private_room,176.51,4.43,3.86,3.76,10,moderate,1
L02431,H00583,San Francisco,private_room,172.14,4.75,4.01,4.59,5,moderate,1
L02432,H00913,Denver,entire_home,409.52,4.5,4.89,4.07,14,moderate,1
L02433,H00441,New York,entire_home,187.87,4.77,4.35,4.8,8,flexible,1
L02434,H01033,Austin,private_room,209.6,5.0,3.63,4.64,11,flexible,0
L02435,H00487,Denver,hotel_room,317.5,4.37,4.36,4.32,12,moderate,1
L02436,H01136,San Francisco,entire_home,188.49,4.6,4.9,4.71,11,moderate,1
L02437,H01052,Austin,entire_home,377.57,4.43,4.08,4.49,7,moderate,0
L02438,H00349,Denver,entire_home,181.77,4.76,4.56,4.43,22,flexible,1
L02439,H00163,Boston,private_room,160.55,4.57,4.18,4.55,3,flexible,1
L02440,H01055,Boston,entire_home,287.31,4.62,5.0,4.34,12,strict,1
L02441,H01349,Miami,entire_home,158.02,4.56,4.29,4.57,10,moderate,0
L02442,H00636,Chicago,entire_home,82.07,4.52,4.01,3.99,12,strict,1
L02443,H00914,Denver,entire_home,221.01,4.67,4.55,5.0,16,flexible,0
L02444,H01374,Seattle,private_room,93.01,4.6,4.36,4.83,3,moderate,0
L02445,H00864,Boston,private_room,104.48,4.9,4.23,4.59,25,strict,1
L02446,H00451,Los Angeles,private_room,230.64,4.5,4.72,4.85,4,flexible,1
L02447,H01163,Boston,private_room,292.14,5.0,4.48,4.86,26,strict,0
L02448,H00036,Nashville,entire_home,111.53,4.61,4.28,4.44,17,flexible,1
L02449,H00030,San Francisco,entire_home,194.09,5.0,4.24,4.16,7,flexible,1
L02450,H00643,Miami,entire_home,162.01,4.95,4.16,4.02,30,flexible,0
L02451,H00229,Chicago,entire_home,77.86,4.52,4.48,4.73,14,flexible,0
L02452,H00139,Boston,entire_home,149.13,4.46,4.42,4.96,4,moderate,1
L02453,H01285,Chicago,entire_home,262.53,4.17,4.33,4.27,33,strict,1
L02454,H01173,Los Angeles,entire_home,143.83,5.0,4.42,4.57,5,flexible,0
L02455,H01320,Nashville,private_room,102.32,5.0,4.11,4.85,18,moderate,0
L02456,H00990,Austin,entire_home,310.35,4.35,4.57,4.71,10,flexible,0
L02457,H00911,Nashville,entire_home,82.69,4.55,4.18,4.66,8,flexible,0
L02458,H00742,San Francisco,entire_home,94.76,4.64,5.0,5.0,17,moderate,0
L02459,H00173,San Francisco,entire_home,185.73,4.58,4.43,4.32,12,flexible,1
L02460,H01469,Nashville,private_room,198.08,4.27,4.4,4.43,2,strict,1
L02461,H00441,Boston,entire_home,121.29,4.9,4.75,4.15,8,flexible,1
L02462,H00931,Seattle,entire_home,87.17,4.57,4.68,4.07,15,flexible,1
L02463,H00898,Chicago,private_room,241.84,5.0,3.93,4.54,20,strict,1
L02464,H00028,Chicago,private_room,107.41,4.48,4.78,4.03,4,strict,0
L02465,H00642,New York,entire_home,93.6,4.57,4.18,3.67,12,moderate,0
L02466,H00818,Denver,private_room,105.45,4.41,4.34,4.29,18,flexible,1
L02467,H01289,Chicago,entire_home,160.54,4.08,4.26,4.36,3,moderate,0
L02468,H00596,Miami,private_room,148.33,4.53,4.43,4.86,1,flexible,1
L02469,H00133,Chicago,private_room,122.03,4.32,4.89,3.89,15,flexible,1
L02470,H00107,New York,entire_home,151.57,4.86,4.18,3.99,3,flexible,1
L02471,H00671,Austin,private_room,229.02,4.51,4.3,4.23,12,strict,1
L02472,H00619,Nashville,entire_home,210.28,4.34,4.47,4.31,7,flexible,1
L02473,H00195,Los Angeles,entire_home,314.33,4.07,4.65,4.0,6,moderate,1
L02474,H01245,Austin,entire_home,141.64,4.76,4.6,4.48,12,flexible,1
L02475,H00873,Austin,entire_home,230.73,4.36,4.48,4.56,24,moderate,0
L02476,H00444,Boston,entire_home,206.21,4.68,4.21,3.94,4,flexible,1
L02477,H01003,Denver,entire_home,130.17,4.69,4.53,4.65,17,flexible,0
L02478,H00208,New York,hotel_room,313.41,4.78,5.0,4.68,9,moderate,1
L02479,H00502,Miami,entire_home,450.28,4.22,4.25,4.0,14,strict,1
L02480,H00959,Boston,entire_home,155.65,4.77,4.91,4.9,14,strict,0
L02481,H00731,Miami,entire_home,154.27,4.43,4.58,4.78,14,moderate,1
L02482,H00550,Seattle,entire_home,220.23,4.65,4.65,4.22,1,moderate,1
L02483,H00841,Nashville,private_room,116.32,4.5,4.41,4.17,15,moderate,0
L02484,H00690,Nashville,entire_home,227.44,4.92,3.88,3.89,4,strict,1
L02485,H00249,Los Angeles,private_room,352.58,4.66,4.77,3.95,4,strict,1
L02486,H00821,Los Angeles,entire_home,226.47,4.61,3.97,4.26,18,moderate,1
L02487,H00403,Miami,entire_home,129.46,5.0,4.56,4.39,16,moderate,0
L02488,H01372,Miami,entire_home,199.38,5.0,4.15,4.59,21,flexible,0
L02489,H01316,Boston,private_room,182.11,4.4,4.93,4.76,15,flexible,1
L02490,H00120,Los Angeles,entire_home,91.63,4.39,4.28,4.06,32,flexible,1
L02491,H01240,Los Angeles,entire_home,238.92,4.49,4.57,4.44,9,flexible,0
L02492,H00512,Boston,private_room,132.09,4.58,3.89,4.63,12,moderate,0
L02493,H00565,Chicago,entire_home,328.08,4.17,4.03,4.7,4,moderate,0
L02494,H00974,San Francisco,private_room,306.29,4.84,4.19,4.24,11,moderate,0
L02495,H00086,Denver,entire_home,310.95,4.38,4.58,4.62,7,flexible,1
L02496,H00476,Denver,entire_home,191.85,4.98,4.78,4.64,10,moderate,1
L02497,H00625,Denver,entire_home,231.2,4.78,4.38,4.97,15,moderate,1
L02498,H00908,Chicago,entire_home,251.78,4.28,4.01,4.42,11,moderate,1
L02499,H00257,Boston,entire_home,350.1,4.51,4.31,4.39,8,flexible,1
L02500,H01463,Boston,entire_home,143.35,4.06,4.56,4.2,3,moderate,0
L02501,H01348,Miami,entire_home,125.12,4.68,4.8,4.11,12,strict,0
L02502,H00021,Nashville,entire_home,78.78,4.25,4.73,4.3,9,flexible,1
L02503,H00058,Boston,entire_home,145.59,4.57,4.46,4.0,15,flexible,1
L02504,H00822,Chicago,entire_home,167.32,4.4,4.87,4.28,18,flexible,0
L02505,H01294,Miami,entire_home,92.76,4.96,4.93,3.98,16,flexible,0
L02506,H00120,San Francisco,private_room,198.5,4.52,4.73,3.99,4,moderate,1
L02507,H00716,Austin,entire_home,264.26,5.0,3.84,4.12,2,flexible,0
L02508,H00118,Seattle,private_room,114.81,3.87,3.66,4.6,6,flexible,1
L02509,H00157,Nashville,entire_home,199.07,4.36,4.25,4.66,12,moderate,0
L02510,H00664,Miami,entire_home,147.98,5.0,4.04,4.42,11,moderate,0
L02511,H01364,Miami,entire_home,177.46,4.44,5.0,4.47,9,strict,1
L02512,H00995,Chicago,hotel_room,219.14,4.77,4.56,4.65,5,flexible,1
L02513,H00422,Miami,entire_home,138.72,4.27,4.25,4.31,8,strict,0
L02514,H00033,New York,entire_home,135.1,5.0,4.69,4.52,14,moderate,0
L02515,H00488,Los Angeles,entire_home,103.24,4.46,3.93,4.11,21,moderate,0
L02516,H01200,Seattle,entire_home,117.17,4.17,4.9,4.59,12,flexible,0
L02517,H00698,Los Angeles,hotel_room,201.84,4.52,4.95,4.39,18,flexible,1
L02518,H00577,Nashville,entire_home,176.03,4.2,4.31,4.55,12,flexible,1
L02519,H00101,Boston,private_room,95.91,4.17,4.45,4.33,19,flexible,0
L02520,H00509,Seattle,entire_home,114.14,4.05,4.3,4.92,2,moderate,1
L02521,H00189,Seattle,entire_home,177.57,4.29,4.61,4.9,11,moderate,1
L02522,H00611,Seattle,entire_home,327.62,4.72,4.34,4.89,15,strict,0
L02523,H00819,Chicago,private_room,123.62,5.0,4.55,3.87,7,strict,1
L02524,H01213,Los Angeles,private_room,95.26,4.82,4.58,4.58,5,flexible,1
L02525,H00737,Seattle,entire_home,117.45,4.72,4.04,5.0,4,moderate,0
L02526,H00876,Boston,entire_home,157.35,4.54,5.0,4.47,25,flexible,0
L02527,H00323,Nashville,entire_home,104.27,4.56,4.83,4.55,20,strict,0
L02528,H00937,Denver,entire_home,175.85,4.23,4.45,4.53,11,flexible,1
L02529,H00140,Miami,private_room,214.58,4.67,4.16,5.0,15,flexible,0
L02530,H00931,Seattle,entire_home,157.89,4.41,4.58,4.7,8,moderate,1
L02531,H01476,Boston,entire_home,153.19,4.59,4.93,4.81,17,moderate,1
L02532,H00870,Denver,entire_home,242.03,4.63,3.86,4.43,4,strict,1
L02533,H00074,New York,entire_home,236.2,4.68,4.25,4.68,10,moderate,0
L02534,H01306,Denver,entire_home,124.05,4.54,4.52,4.33,18,moderate,0
L02535,H00258,Austin,entire_home,151.39,4.8,5.0,5.0,15,moderate,1
L02536,H00378,Nashville,entire_home,354.74,4.29,4.51,4.12,13,flexible,1
L02537,H00428,Miami,entire_home,185.36,4.18,4.42,4.04,23,flexible,1
L02538,H00637,Boston,private_room,268.74,4.11,4.61,4.02,17,moderate,0
L02539,H00290,Los Angeles,entire_home,123.01,4.63,4.86,4.57,3,moderate,0
L02540,H00909,Denver,entire_home,106.27,4.63,4.55,5.0,7,flexible,0
L02541,H00755,Seattle,private_room,131.15,4.52,4.25,4.47,5,strict,1
L02542,H00868,Boston,private_room,139.08,4.66,4.79,5.0,8,moderate,1
L02543,H00573,Austin,private_room,187.65,4.97,4.81,4.94,16,flexible,0
L02544,H00720,Los Angeles,entire_home,214.73,3.92,5.0,4.67,6,flexible,1
L02545,H00397,San Francisco,entire_home,134.97,4.4,4.59,4.05,8,strict,0
L02546,H01438,Miami,hotel_room,95.23,4.32,4.38,4.74,3,flexible,1
L02547,H00805,Miami,entire_home,170.03,4.29,4.31,5.0,21,moderate,1
L02548,H00694,Chicago,entire_home,298.54,4.76,4.27,4.83,4,moderate,1
L02549,H00503,San Francisco,private_room,367.14,4.54,4.08,4.82,7,flexible,1
L02550,H01028,New York,private_room,66.95,4.44,4.58,4.17,11,moderate,1
L02551,H01425,Austin,private_room,218.77,4.79,5.0,4.6,18,flexible,1
L02552,H00849,Nashville,entire_home,314.51,5.0,5.0,5.0,9,moderate,1
L02553,H00434,Austin,entire_home,129.95,4.68,4.05,4.71,12,flexible,0
L02554,H01091,Los Angeles,private_room,174.38,4.34,4.65,4.02,5,flexible,0
L02555,H00436,Boston,private_room,229.27,4.44,4.47,4.6,17,flexible,0
L02556,H00884,New York,entire_home,237.06,4.84,4.4,4.47,12,moderate,0
L02557,H01288,Nashville,private_room,130.3,4.41,4.6,4.35,10,strict,1
L02558,H00762,Seattle,entire_home,304.9,4.6,5.0,4.66,10,moderate,1
L02559,H01403,Denver,private_room,161.24,4.54,4.76,4.27,13,flexible,0
L02560,H01426,Miami,private_room,123.96,5.0,4.78,4.59,11,flexible,0
L02561,H01432,Nashville,entire_home,103.75,4.33,4.06,4.3,5,strict,1
L02562,H01235,Chicago,entire_home,236.31,4.12,4.66,4.25,8,strict,0
L02563,H00589,Nashville,entire_home,107.57,4.39,4.49,4.14,12,strict,1
L02564,H00903,Los Angeles,entire_home,283.83,4.42,4.96,4.36,18,moderate,1
L02565,H00456,Seattle,entire_home,250.94,4.43,4.11,4.54,6,flexible,0
L02566,H00276,Miami,entire_home,81.2,4.37,4.02,4.59,7,strict,1
L02567,H00097,New York,entire_home,205.49,4.61,4.74,4.32,4,strict,0
L02568,H01015,Miami,entire_home,79.2,4.22,4.85,4.72,5,moderate,0
L02569,H00935,San Francisco,entire_home,105.85,5.0,4.65,5.0,18,moderate,1
L02570,H00312,Denver,entire_home,363.48,4.47,5.0,4.86,8,moderate,0
L02571,H00245,Austin,entire_home,163.01,4.45,4.21,4.39,9,flexible,0
L02572,H00058,Denver,entire_home,123.58,4.61,4.39,4.46,7,moderate,1
L02573,H00360,Seattle,entire_home,99.07,4.49,3.86,4.8,14,flexible,0
L02574,H01228,Nashville,entire_home,292.31,4.45,4.32,4.48,4,strict,1
L02575,H00681,Los Angeles,private_room,278.68,4.91,4.28,4.69,9,flexible,1
L02576,H01132,Los Angeles,entire_home,179.81,4.66,4.61,4.33,6,flexible,0
L02577,H01210,Nashville,private_room,190.13,4.57,4.71,4.99,15,moderate,1
L02578,H01252,Miami,private_room,190.67,4.29,4.39,4.48,9,moderate,0
L02579,H00157,Seattle,private_room,192.39,4.52,4.9,4.5,12,moderate,1
L02580,H01084,Austin,entire_home,236.48,4.09,4.52,4.82,16,moderate,1
L02581,H00211,Boston,entire_home,125.61,4.73,5.0,4.36,10,flexible,1
