ticket_id,booking_id,issue_category,contact_channel,priority_initial,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified,host_superhost,host_response_rate,host_cancellation_rate_12m,host_avg_response_time_minutes,host_past_guest_complaints_12m,host_avg_rating,market,property_type,nightly_price,listing_review_score,listing_cleanliness_score,listing_accuracy_score,listing_review_count,cancellation_policy,instant_book_enabled,same_week_checkin_flag,strict_policy_flag,host_cancelled_booking_flag,high_value_booking_flag,sentiment_score,urgency_score,time_to_first_agent_response_minutes,message_count_first_30min,senior_agent_routing,rebooking_coupon_offered,repeat_contact_probability,repeat_contact_7d,escalation_probability,escalated,resolution_hours,csat_score,poor_csat,long_resolution
T009444,B009444,payment_problem,self_serve,low,G03933,H00812,L01936,9,5,734.35,active,none,2152,7,0,0,2223.61,1,0,0.847,0.026,63.1,5,3.99,Seattle,entire_home,65.67,4.67,4.45,4.45,9,moderate,1,1,0,0,0,-0.565,0.431,7.2,4,0,1,0.461,0,0.171,0,2.15,5,0,0
T009445,B009445,policy_question,chat,high,G03299,H00381,L01725,1,34,197.05,completed,none,2222,7,1,0,2244.93,1,0,0.718,0.069,141.7,2,4.92,New York,private_room,182.26,4.24,4.27,4.31,2,moderate,0,0,0,0,0,-0.013,0.404,20.6,1,1,0,0.206,0,0.11,0,2.32,5,0,0
T009446,B009446,policy_question,chat,low,G02779,H01145,L01438,8,39,918.5,completed,none,2584,6,0,0,1874.47,0,1,0.7,0.026,115.2,1,4.45,Boston,entire_home,98.28,4.93,4.65,5.0,7,strict,1,0,1,0,0,-0.534,0.375,33.9,1,0,0,0.577,0,0.207,0,4.25,5,0,0
T009447,B009447,host_cancellation,chat,low,G03520,H00192,L00724,7,42,1249.65,completed,none,1055,3,2,1,2789.76,1,0,0.683,0.095,97.8,0,4.23,New York,entire_home,207.42,4.5,3.9,4.35,8,moderate,1,0,0,0,0,-0.417,0.418,24.4,1,0,0,0.519,0,0.188,0,5.18,5,0,0
T009448,B009448,policy_question,chat,low,G03351,H00745,L01413,9,0,2001.94,completed,none,2797,6,0,0,2614.01,1,1,0.786,0.004,58.0,3,4.96,Seattle,private_room,179.17,4.85,4.34,4.39,6,flexible,1,1,0,0,1,-0.691,0.742,161.6,4,0,0,0.616,0,0.296,0,5.66,4,0,0
T009449,B009449,refund_request,email,low,G02063,H00675,L00586,1,-2,161.49,cancelled,guest,1185,4,2,2,2058.2,1,1,0.907,0.053,84.4,1,4.61,Austin,entire_home,138.0,4.58,4.86,4.41,17,flexible,1,1,0,0,0,-0.415,0.692,36.9,1,0,0,0.407,1,0.292,0,5.25,4,0,0
T009450,B009450,refund_request,phone,high,G02335,H00497,L02271,7,37,1565.15,cancelled,guest,2429,2,0,0,3417.65,1,1,0.567,0.037,87.6,0,4.2,Nashville,entire_home,195.98,4.36,4.5,4.82,9,moderate,1,0,0,0,1,0.402,0.522,2.0,2,1,0,0.23,1,0.224,0,7.6,3,0,0
T009451,B009451,payment_problem,email,low,G01196,H00644,L01433,5,1,1605.95,cancelled,guest,117,6,1,1,2482.16,1,1,0.856,0.092,115.0,2,4.79,Los Angeles,entire_home,268.61,3.56,4.25,4.53,8,moderate,1,1,0,0,1,-0.057,0.664,94.5,1,0,0,0.422,1,0.388,1,34.16,2,1,1
T009452,B009452,payment_problem,phone,low,G03334,H01286,L01387,7,21,1382.62,active,none,1937,2,2,0,4234.18,1,0,0.789,0.109,51.5,0,4.34,Denver,hotel_room,185.88,4.82,5.0,3.67,11,flexible,0,0,0,0,0,0.083,0.386,45.5,2,0,0,0.225,1,0.223,0,14.4,5,0,0
T009453,B009453,checkin_problem,chat,low,G00236,H00102,L02627,6,41,1366.83,completed,none,2512,3,1,0,1668.13,1,0,0.826,0.071,155.2,1,4.34,Los Angeles,entire_home,172.14,4.86,4.46,3.95,15,moderate,1,0,0,0,0,-0.568,0.365,82.8,2,0,0,0.382,1,0.282,1,6.54,3,0,0
T009454,B009454,refund_request,phone,low,G01780,H00478,L00456,1,35,240.61,cancelled,guest,793,6,1,0,1061.33,1,0,0.867,0.086,72.4,0,4.68,New York,entire_home,188.0,4.21,4.33,4.87,33,moderate,1,0,0,0,0,0.065,0.314,87.6,1,0,0,0.194,0,0.108,1,11.82,4,0,0
T009455,B009455,host_cancellation,chat,low,G00020,H01033,L02795,1,43,541.13,completed,none,956,8,2,0,3675.51,1,0,0.776,0.05,162.0,0,4.62,New York,entire_home,473.68,4.66,5.0,4.45,6,moderate,1,0,0,0,0,-1.0,0.523,59.7,1,0,0,0.629,0,0.224,0,4.07,5,0,0
T009456,B009456,policy_question,email,high,G01716,H01438,L00366,7,22,1310.87,completed,none,2964,9,1,0,1395.75,1,1,0.873,0.123,49.2,3,4.75,Seattle,entire_home,153.85,4.25,4.57,4.21,6,strict,1,0,1,0,0,0.022,0.224,1.0,3,0,0,0.254,0,0.12,0,7.11,5,0,0
T009457,B009457,host_cancellation,chat,low,G03277,H00841,L00833,3,29,218.88,cancelled,host,494,6,1,0,3953.05,1,0,0.84,0.097,326.4,1,4.99,Austin,private_room,58.73,4.89,4.91,4.63,12,moderate,1,0,0,1,0,-0.744,0.466,45.6,1,0,0,0.637,1,0.395,0,14.8,4,0,0
T009458,B009458,refund_request,self_serve,medium,G03969,H00289,L01336,6,41,966.94,completed,none,489,11,1,0,1375.74,1,1,0.666,0.109,81.1,0,4.6,Chicago,entire_home,132.91,4.57,4.54,4.24,5,flexible,1,0,0,0,0,-0.723,0.224,47.5,2,0,0,0.472,1,0.32,1,25.31,3,0,1
T009459,B009459,checkin_problem,chat,low,G01830,H01106,L00537,7,2,1201.16,completed,none,338,7,0,1,3203.7,0,0,0.879,0.026,246.2,1,4.61,Denver,entire_home,157.5,4.87,4.74,4.59,3,moderate,0,1,0,0,0,-0.648,0.528,47.0,1,0,0,0.542,0,0.195,0,12.66,5,0,0
T009460,B009460,policy_question,email,medium,G02568,H00317,L01755,4,41,1003.1,completed,none,1949,3,2,0,1792.59,1,1,0.803,0.059,133.9,1,4.67,Chicago,entire_home,232.75,4.32,3.78,5.0,8,moderate,1,0,0,0,0,-0.846,0.17,7.8,3,1,0,0.2,0,0.109,0,20.79,5,0,0
T009461,B009461,policy_question,self_serve,medium,G02734,H01186,L00712,5,42,1003.07,completed,none,1135,4,0,0,2956.78,1,1,0.735,0.071,92.7,0,4.88,New York,entire_home,208.15,4.57,4.04,4.56,9,flexible,1,0,0,0,0,-0.24,0.248,78.1,2,0,0,0.254,0,0.12,0,12.07,5,0,0
T009462,B009462,listing_not_as_described,self_serve,low,G02496,H00004,L01706,6,13,1102.37,completed,none,190,4,0,0,2455.68,1,0,0.687,0.071,70.9,3,4.67,Austin,private_room,165.36,4.39,4.16,4.21,10,strict,1,0,1,0,0,-0.372,0.32,40.1,2,0,0,0.364,1,0.274,1,36.36,3,0,1
T009463,B009463,policy_question,email,medium,G01182,H00583,L02431,8,44,1676.23,completed,none,1637,5,1,0,1630.89,1,1,0.93,0.128,4.9,2,5.0,San Francisco,private_room,172.14,4.75,4.01,4.59,5,moderate,1,0,0,0,1,0.053,0.614,55.7,1,1,0,0.21,0,0.111,0,5.43,5,0,0
T009464,B009464,refund_request,email,medium,G03170,H01323,L01642,8,22,1558.61,active,none,1684,6,1,2,3312.06,0,0,0.866,0.03,38.6,1,4.23,Miami,entire_home,166.76,4.7,5.0,4.36,19,moderate,0,0,0,0,1,-1.0,0.304,17.5,4,0,0,0.332,0,0.138,0,5.28,5,0,0
T009465,B009465,refund_request,self_serve,medium,G01578,H00596,L01306,3,38,883.57,completed,none,2266,1,2,0,2744.16,1,1,0.635,0.055,226.7,2,5.0,Chicago,entire_home,252.36,5.0,4.31,4.68,9,moderate,1,0,0,0,0,-0.019,0.305,48.3,1,0,0,0.264,1,0.236,1,28.74,3,0,1
T009466,B009466,refund_request,phone,medium,G00836,H00382,L02932,1,25,273.37,completed,none,69,5,0,1,2675.48,1,1,0.839,0.055,49.4,2,4.67,San Francisco,private_room,265.65,4.34,4.72,4.26,19,moderate,0,0,0,0,0,-0.706,0.504,30.8,6,0,0,0.428,0,0.162,1,31.55,4,0,1
T009467,B009467,policy_question,chat,low,G00976,H01115,L00516,1,21,187.44,completed,none,759,6,0,0,422.38,1,0,0.908,0.059,13.6,0,4.93,Miami,entire_home,179.64,4.78,4.59,4.14,22,moderate,1,0,0,0,0,-0.316,0.351,24.3,2,0,0,0.192,0,0.108,1,9.76,3,0,0
T009468,B009468,policy_question,self_serve,low,G01858,H01159,L01077,7,15,1231.63,completed,none,242,4,1,0,2065.09,0,1,0.859,0.038,91.9,5,5.0,Seattle,private_room,168.48,4.75,4.98,4.23,8,strict,1,0,1,0,0,-0.897,0.258,18.5,1,1,0,0.312,0,0.133,0,3.37,5,0,0
T009469,B009469,refund_request,email,low,G03766,H00612,L02794,1,-1,109.38,completed,none,2592,6,1,1,528.25,1,0,0.891,0.098,62.0,1,4.55,San Francisco,private_room,96.12,4.85,3.8,3.85,20,strict,1,1,1,0,0,-0.43,0.482,24.2,1,0,0,0.449,1,0.31,0,6.42,4,0,0
T009470,B009470,checkin_problem,chat,medium,G00763,H01352,L02788,2,14,203.93,completed,none,2757,4,1,0,1271.82,1,0,0.703,0.033,120.2,2,4.46,Austin,private_room,88.33,4.45,4.18,4.74,6,strict,1,0,1,0,0,0.029,0.107,10.1,3,0,0,0.264,0,0.122,0,5.43,5,0,0
T009471,B009471,checkin_problem,self_serve,low,G03778,H01425,L02551,4,15,1052.64,completed,none,1046,7,0,0,4087.51,1,1,0.918,0.102,127.6,1,4.24,Austin,private_room,218.77,4.79,5.0,4.6,18,flexible,1,0,0,0,0,0.325,0.233,15.9,2,0,0,0.18,0,0.105,1,9.51,4,0,0
T009472,B009472,policy_question,email,medium,G00120,H00211,L01672,7,32,2380.48,active,none,2455,3,3,0,4247.7,1,1,0.811,0.045,108.0,2,4.26,Nashville,entire_home,313.23,4.5,4.55,4.65,7,moderate,0,0,0,0,1,0.267,0.608,64.2,1,0,1,0.368,0,0.146,0,2.15,5,0,0
T009473,B009473,listing_not_as_described,phone,high,G03873,H00676,L02821,3,33,464.43,completed,none,2789,4,2,0,2423.48,1,0,0.478,0.035,93.3,1,4.51,Boston,entire_home,121.03,4.61,5.0,4.81,10,moderate,0,0,0,0,0,-0.294,0.293,45.9,2,1,0,0.149,0,0.1,0,7.27,5,0,0
T009474,B009474,payment_problem,chat,high,G03882,H01364,L02843,3,19,772.2,completed,none,2006,8,3,0,2374.48,1,0,0.731,0.052,86.8,1,4.57,Miami,hotel_room,214.82,4.74,4.63,3.93,25,flexible,0,0,0,0,0,0.697,0.268,4.7,2,1,0,0.255,0,0.12,0,6.48,5,0,0
T009475,B009475,host_cancellation,chat,medium,G02089,H01169,L00850,4,-1,1386.78,completed,none,892,5,1,0,1368.09,1,1,0.804,0.077,77.9,5,4.7,Chicago,private_room,284.58,4.24,4.79,4.6,13,flexible,0,1,0,0,0,0.005,0.738,81.8,5,0,0,0.639,1,0.396,0,4.34,4,0,0
T009476,B009476,policy_question,chat,high,G01649,H00485,L01407,2,40,478.46,completed,none,1997,9,0,0,1873.78,1,0,0.769,0.054,28.2,3,5.0,Boston,entire_home,214.45,4.9,4.02,4.4,6,moderate,1,0,0,0,0,-0.055,0.066,11.0,3,0,1,0.126,0,0.096,0,14.69,4,0,0
T009477,B009477,checkin_problem,chat,low,G01065,H01468,L00538,9,42,1394.04,completed,none,1856,6,0,1,1442.16,1,0,0.869,0.056,53.8,1,4.51,Los Angeles,entire_home,139.15,4.11,4.53,4.15,13,strict,0,0,1,0,0,-0.149,0.289,49.4,1,1,0,0.14,0,0.098,1,10.57,5,0,0
T009478,B009478,listing_not_as_described,email,high,G03945,H00114,L00875,2,35,886.07,completed,none,33,7,1,0,3585.97,1,0,0.821,0.068,62.7,2,4.6,Los Angeles,entire_home,367.85,4.56,4.48,4.03,9,flexible,1,0,0,0,0,-0.041,0.245,32.0,2,0,1,0.169,0,0.103,0,10.1,5,0,0
T009479,B009479,checkin_problem,chat,low,G01258,H00367,L00884,3,29,570.52,completed,none,194,2,1,0,5222.2,1,0,0.912,0.126,57.9,4,4.38,Denver,entire_home,181.03,4.76,4.25,4.69,11,strict,1,0,1,0,0,-0.417,0.308,78.4,2,0,0,0.284,1,0.244,0,5.36,4,0,0
T009480,B009480,host_cancellation,chat,low,G02412,H01160,L01920,3,12,1172.78,completed,none,1340,6,1,3,1865.59,1,1,0.833,0.063,42.3,1,4.83,Denver,entire_home,322.63,4.58,4.51,4.55,13,moderate,0,0,0,0,0,-1.0,0.522,30.6,6,1,0,0.537,1,0.348,0,4.37,4,0,0
T009481,B009481,listing_not_as_described,chat,medium,G02581,H00988,L02281,4,15,603.5,completed,none,2077,2,2,1,1416.96,1,1,0.611,0.016,183.4,3,4.57,Austin,entire_home,131.87,4.47,4.4,4.47,7,flexible,1,0,0,0,0,-0.067,0.355,11.3,3,0,0,0.259,0,0.121,0,8.25,4,0,0
T009482,B009482,payment_problem,email,medium,G03056,H00344,L01022,7,13,954.59,completed,none,905,6,0,0,2266.53,0,0,0.843,0.034,62.0,3,4.87,Austin,hotel_room,117.23,4.42,4.31,4.51,12,flexible,0,0,0,0,0,0.703,0.21,25.4,1,1,0,0.048,0,0.083,0,4.52,5,0,0
T009483,B009483,listing_not_as_described,chat,low,G02034,H01249,L00271,3,36,783.71,completed,none,1957,6,0,1,2627.05,1,1,0.92,0.082,101.4,7,4.67,Chicago,entire_home,211.1,4.21,4.11,4.18,14,moderate,1,0,0,0,0,-0.204,0.197,53.2,2,0,0,0.163,0,0.102,0,3.58,4,0,0
T009484,B009484,listing_not_as_described,email,medium,G02870,H01449,L01311,9,33,1000.41,active,none,2302,4,0,0,2430.9,1,0,0.89,0.102,28.7,3,5.0,Boston,entire_home,88.84,4.9,4.92,3.77,4,flexible,0,0,0,0,0,-0.151,0.241,56.1,1,0,0,0.182,0,0.106,0,7.63,4,0,0
T009485,B009485,safety_issue,chat,high,G02582,H00517,L02337,2,5,683.95,completed,none,1121,5,1,1,2639.51,1,0,0.72,0.032,28.6,1,4.63,Denver,entire_home,296.08,3.47,4.03,4.79,24,moderate,0,1,0,0,0,-0.582,0.905,11.2,5,1,1,0.771,1,0.776,1,23.49,3,0,0
T009486,B009486,policy_question,chat,low,G03269,H00098,L00161,3,16,464.17,active,none,2525,8,0,0,736.16,1,0,0.709,0.056,57.9,4,4.37,Chicago,entire_home,113.23,4.8,4.31,4.5,17,moderate,0,0,0,0,0,-0.426,0.287,4.3,2,0,0,0.258,1,0.234,0,23.88,4,0,0
T009487,B009487,policy_question,chat,low,G01479,H00247,L01378,5,11,2053.21,cancelled,guest,1522,5,3,1,2568.25,1,0,0.705,0.098,162.0,2,4.86,Miami,entire_home,356.44,4.88,4.54,4.68,16,flexible,1,0,0,0,1,0.649,0.508,30.1,4,0,0,0.485,0,0.178,0,6.81,4,0,0
T009488,B009488,payment_problem,self_serve,low,G01208,H01426,L02560,4,34,511.9,completed,none,939,6,0,0,3251.32,1,0,0.915,0.073,192.3,1,4.18,Miami,private_room,123.96,5.0,4.78,4.59,11,flexible,0,0,0,0,0,0.011,0.264,75.7,3,0,0,0.176,0,0.105,0,2.76,4,0,0
T009489,B009489,listing_not_as_described,phone,high,G01798,H01288,L01164,2,22,361.63,completed,none,349,10,2,2,2556.01,1,1,0.789,0.018,199.9,1,4.74,Boston,entire_home,160.81,4.0,4.75,4.99,9,moderate,0,0,0,0,0,-0.487,0.508,6.6,5,0,0,0.405,1,0.291,0,15.41,4,0,0
T009490,B009490,listing_not_as_described,email,low,G00131,H00289,L02203,7,37,1556.02,active,none,2691,4,2,0,3735.46,1,1,0.666,0.109,81.1,0,4.6,San Francisco,hotel_room,191.32,4.64,5.0,4.35,19,flexible,1,0,0,0,1,-0.359,0.421,41.2,4,0,1,0.336,0,0.138,0,16.29,5,0,0
T009491,B009491,host_cancellation,phone,low,G00312,H00267,L00761,6,-1,876.08,completed,none,1416,2,3,0,720.87,1,0,0.77,0.12,120.9,2,4.82,Chicago,entire_home,127.77,4.36,4.31,4.48,7,flexible,1,1,0,0,0,-0.429,0.843,65.3,1,0,0,0.797,1,0.474,1,26.09,3,0,1
T009492,B009492,host_cancellation,chat,medium,G03329,H00098,L02183,2,20,208.13,completed,none,2999,4,0,1,4625.88,0,0,0.709,0.056,57.9,4,4.37,Seattle,entire_home,90.44,4.4,4.34,4.67,7,moderate,1,0,0,0,0,-0.085,0.676,30.3,2,0,0,0.6,0,0.214,0,14.87,5,0,0
T009493,B009493,refund_request,email,medium,G01251,H00630,L00450,1,13,263.73,completed,none,429,3,1,0,2193.38,1,1,0.791,0.036,86.8,0,4.79,Los Angeles,entire_home,247.02,4.84,5.0,4.77,12,moderate,0,0,0,0,0,0.161,0.341,12.4,2,0,1,0.18,0,0.105,0,11.14,4,0,0
T009494,B009494,payment_problem,chat,medium,G00031,H01476,L00897,9,17,2313.36,active,none,2048,4,3,0,3266.35,1,0,0.837,0.076,43.1,2,4.93,Austin,entire_home,219.56,5.0,4.1,4.23,15,strict,1,0,1,0,1,-0.699,0.344,59.3,4,0,1,0.598,1,0.377,1,13.02,3,0,0
T009495,B009495,payment_problem,chat,medium,G02092,H01403,L02559,6,29,1254.0,completed,none,1365,3,0,0,980.84,1,0,0.847,0.011,108.9,1,4.91,Denver,private_room,161.24,4.54,4.76,4.27,13,flexible,0,0,0,0,0,-0.023,0.494,52.4,1,0,0,0.209,0,0.111,0,8.59,4,0,0
T009496,B009496,listing_not_as_described,chat,medium,G03746,H00969,L02289,7,17,1000.83,completed,none,2952,6,1,1,1963.44,1,0,0.889,0.041,2.7,1,4.53,Boston,hotel_room,147.53,3.88,5.0,4.35,6,flexible,1,0,0,0,0,-0.432,0.358,34.0,3,0,0,0.186,0,0.106,1,16.34,4,0,0
T009497,B009497,payment_problem,email,high,G02564,H00661,L00314,9,32,1107.53,completed,none,594,7,2,0,2310.51,1,0,0.841,0.022,52.2,1,4.41,Miami,entire_home,108.83,4.25,4.71,5.0,26,moderate,1,0,0,0,0,-0.616,0.168,44.7,2,0,0,0.278,1,0.242,0,8.95,5,0,0
T009498,B009498,policy_question,email,medium,G03803,H00374,L01850,5,9,689.67,completed,none,1961,5,3,0,3899.0,0,1,0.849,0.072,27.3,1,4.98,Denver,private_room,103.05,4.87,5.0,4.23,10,moderate,0,0,0,0,0,-0.248,0.327,34.2,6,0,0,0.28,1,0.242,0,6.01,4,0,0
T009499,B009499,checkin_problem,email,medium,G02378,H00225,L01761,9,30,1500.24,completed,none,1108,6,0,0,2524.01,1,0,0.88,0.06,26.9,4,4.56,Los Angeles,entire_home,141.75,4.41,3.94,3.84,8,strict,1,0,1,0,0,-0.168,0.162,17.6,2,0,1,0.205,0,0.11,0,3.74,5,0,0
T009500,B009500,policy_question,chat,medium,G01480,H00683,L00428,9,8,591.94,completed,none,827,4,2,0,305.74,1,0,0.762,0.081,123.1,1,5.0,Austin,entire_home,60.26,4.12,4.41,4.6,10,flexible,1,0,0,0,0,0.267,0.244,11.6,1,1,0,0.074,0,0.087,0,2.87,4,0,0
T009501,B009501,host_cancellation,chat,low,G00803,H01367,L02173,9,21,1146.37,completed,none,1253,7,2,1,5669.32,1,0,0.765,0.054,77.5,3,4.57,Seattle,entire_home,120.7,4.77,4.75,4.69,7,flexible,0,0,0,0,0,-0.756,0.632,24.7,4,1,0,0.574,1,0.365,0,8.74,3,0,0
T009502,B009502,host_cancellation,chat,low,G01382,H01008,L02138,8,18,697.54,completed,none,455,5,1,0,2639.35,1,0,0.765,0.11,38.3,4,4.56,Boston,private_room,80.94,4.54,4.69,4.71,7,flexible,1,0,0,0,0,-0.919,0.366,54.0,1,1,0,0.506,1,0.334,0,16.15,3,0,0
T009503,B009503,payment_problem,chat,low,G02113,H00984,L00174,2,33,519.68,completed,none,814,6,2,0,2782.05,1,0,0.502,0.116,230.3,2,4.82,Chicago,entire_home,232.21,4.9,4.22,4.93,17,moderate,1,0,0,0,0,-0.196,0.336,40.9,3,1,0,0.209,1,0.217,0,19.02,4,0,0
T009504,B009504,payment_problem,chat,medium,G01989,H01046,L00594,3,6,680.2,completed,none,2341,5,1,0,2116.13,1,0,0.89,0.016,15.3,3,4.62,Boston,entire_home,191.46,4.78,4.4,5.0,24,strict,1,1,1,0,0,-0.684,0.597,28.7,3,1,0,0.559,0,0.201,1,11.32,4,0,0
T009505,B009505,checkin_problem,chat,medium,G02133,H00372,L00481,5,5,914.69,cancelled,guest,494,5,2,1,2424.97,1,0,0.895,0.05,23.5,1,5.0,Austin,entire_home,169.78,4.67,4.52,4.36,17,flexible,1,1,0,0,0,-0.224,0.624,10.5,1,0,0,0.378,1,0.28,1,20.66,4,0,0
T009506,B009506,refund_request,chat,medium,G00861,H01460,L00736,7,29,1812.71,completed,none,2682,5,0,0,1444.34,1,1,0.888,0.099,85.5,2,4.46,San Francisco,entire_home,213.7,4.09,4.11,4.64,12,moderate,1,0,0,0,1,-0.599,0.519,19.1,2,0,0,0.465,0,0.172,0,11.93,5,0,0
T009507,B009507,policy_question,phone,medium,G02745,H00140,L02529,4,25,986.29,active,none,1856,6,1,0,3953.33,1,0,0.808,0.099,89.0,1,4.95,Miami,private_room,214.58,4.67,4.16,5.0,15,flexible,0,0,0,0,0,-0.139,0.552,39.4,2,1,1,0.172,0,0.104,0,12.94,5,0,0
T009508,B009508,checkin_problem,chat,low,G02564,H00281,L00801,9,15,3255.34,completed,none,594,7,2,0,2310.51,1,0,0.912,0.081,108.8,1,4.55,Chicago,entire_home,266.91,5.0,4.62,4.09,6,flexible,1,0,0,0,1,-0.878,0.34,53.3,2,0,0,0.379,0,0.149,0,12.68,5,0,0
T009509,B009509,policy_question,chat,medium,G02652,H00869,L00315,2,5,165.86,completed,none,2197,4,1,1,619.36,1,0,0.785,0.065,38.1,1,5.0,Nashville,private_room,68.24,4.42,4.07,4.51,23,moderate,1,1,0,0,0,-0.466,0.53,28.8,5,0,0,0.57,0,0.204,1,17.07,4,0,0
T009510,B009510,safety_issue,chat,medium,G00325,H00750,L02736,7,12,1269.39,active,none,2278,4,0,0,4001.01,1,1,0.892,0.082,59.5,3,5.0,New York,private_room,143.68,4.83,3.87,3.64,7,moderate,1,0,0,0,0,-0.738,0.608,30.0,1,1,1,0.624,1,0.721,1,9.48,4,0,0
T009511,B009511,refund_request,chat,low,G03701,H01443,L02734,4,33,576.93,completed,none,1089,7,1,0,1413.38,1,1,0.904,0.153,215.0,3,4.84,Nashville,entire_home,118.81,4.09,4.16,4.25,6,strict,1,0,1,0,0,-0.823,0.271,17.6,1,0,0,0.497,0,0.182,0,8.27,4,0,0
T009512,B009512,policy_question,phone,medium,G01407,H00124,L00814,2,1,637.19,completed,none,98,2,0,1,2995.0,1,0,0.693,0.086,134.7,0,4.49,Los Angeles,private_room,277.22,4.83,5.0,4.14,12,strict,1,1,1,0,0,-0.315,0.643,107.3,1,0,0,0.63,1,0.49,1,7.54,3,0,0
T009513,B009513,host_cancellation,chat,low,G02547,H00537,L02661,8,2,2211.63,completed,none,672,7,2,0,615.49,0,1,0.866,0.042,58.0,1,4.85,Seattle,entire_home,261.5,5.0,4.56,4.57,7,flexible,1,1,0,0,1,-0.37,0.92,111.2,4,0,1,0.566,1,0.458,0,28.66,3,0,1
T009514,B009514,policy_question,chat,medium,G03453,H01482,L01000,4,37,360.28,cancelled,guest,1105,6,2,2,3367.76,1,1,0.72,0.077,93.0,3,4.27,San Francisco,entire_home,89.99,5.0,4.4,4.25,25,flexible,0,0,0,0,0,-0.509,0.347,36.6,3,0,1,0.501,1,0.332,1,23.12,4,0,0
T009515,B009515,policy_question,chat,low,G03900,H00643,L02013,2,6,712.55,completed,none,1089,4,5,0,1912.42,1,1,0.757,0.039,242.4,2,4.33,Los Angeles,entire_home,275.51,4.59,3.79,4.03,12,flexible,1,1,0,0,0,0.202,0.863,45.0,3,0,0,0.593,1,0.374,0,2.64,3,0,0
T009516,B009516,checkin_problem,email,low,G03179,H00327,L01636,2,14,370.47,completed,none,442,4,1,0,1998.87,1,0,0.903,0.014,37.1,2,4.74,Los Angeles,private_room,176.51,4.39,4.54,5.0,13,moderate,1,0,0,0,0,0.558,0.328,25.0,2,0,0,0.168,0,0.103,0,16.55,4,0,0
T009517,B009517,listing_not_as_described,email,high,G02304,H01256,L02587,6,23,903.16,completed,none,1242,6,2,0,1011.7,1,1,0.903,0.076,28.3,2,4.73,New York,entire_home,146.0,4.89,5.0,4.41,5,moderate,0,0,0,0,0,-0.266,0.315,21.8,1,1,0,0.09,0,0.089,0,4.91,5,0,0
T009518,B009518,policy_question,chat,medium,G01473,H01243,L02232,4,35,673.98,completed,none,391,4,2,0,2174.18,1,1,0.597,0.144,329.3,2,4.19,Miami,entire_home,146.76,3.99,4.23,4.34,8,flexible,0,0,0,0,0,0.224,0.327,122.5,1,0,0,0.323,1,0.342,0,25.45,3,0,1
T009519,B009519,refund_request,email,high,G01509,H01159,L00023,1,13,298.12,cancelled,guest,1132,7,0,0,1597.43,1,1,0.859,0.038,91.9,5,5.0,Denver,entire_home,245.48,4.57,4.08,4.41,11,flexible,1,0,0,0,0,-0.401,0.29,13.2,1,0,0,0.168,0,0.103,0,10.9,5,0,0
T009520,B009520,checkin_problem,chat,high,G03894,H00587,L00529,3,-2,2072.53,completed,none,2374,4,2,0,1222.61,1,0,0.832,0.024,194.1,0,4.7,Seattle,entire_home,589.14,4.69,4.29,4.05,12,flexible,1,1,0,0,1,-0.797,0.686,23.5,5,1,0,0.507,0,0.185,0,14.55,4,0,0
T009521,B009521,host_cancellation,chat,high,G03369,H00203,L01540,9,1,2700.3,completed,none,341,5,0,0,2435.39,1,0,0.879,0.082,149.4,1,4.85,Denver,private_room,227.74,4.66,4.77,4.47,19,flexible,0,1,0,0,1,-0.222,0.938,36.3,1,0,0,0.716,1,0.433,0,8.95,4,0,0
T009522,B009522,policy_question,chat,low,G02883,H00857,L00332,8,-1,1641.3,completed,none,2097,5,2,0,2522.24,1,0,0.7,0.047,237.1,4,4.88,Seattle,entire_home,167.72,3.5,4.97,4.61,3,flexible,1,1,0,0,1,-0.251,0.589,112.6,3,0,0,0.483,1,0.417,0,4.17,4,0,0
T009523,B009523,policy_question,phone,low,G02951,H00325,L01440,5,0,975.64,active,none,2362,7,2,1,1366.19,0,0,0.939,0.049,167.6,3,4.42,Austin,hotel_room,171.36,4.95,4.64,4.65,15,flexible,0,1,0,0,0,0.006,0.485,25.5,2,0,0,0.323,1,0.258,0,4.59,4,0,0
T009524,B009524,policy_question,chat,low,G02324,H01380,L02407,9,39,2265.15,completed,none,2609,7,0,1,1905.72,1,0,0.791,0.09,100.3,1,4.83,Chicago,private_room,222.1,4.73,4.77,4.11,7,flexible,1,0,0,0,1,0.044,0.341,47.7,1,1,0,0.103,0,0.092,0,13.76,4,0,0
T009525,B009525,policy_question,chat,low,G00200,H01238,L00180,4,39,474.46,completed,none,564,2,0,0,1093.82,1,0,0.732,0.084,32.3,2,4.73,Los Angeles,entire_home,95.74,4.6,4.74,4.41,22,flexible,1,0,0,0,0,0.005,0.423,21.7,2,1,1,0.222,0,0.113,0,8.29,5,0,0
T009526,B009526,policy_question,email,low,G02661,H00187,L01453,5,22,1853.12,completed,none,2399,2,0,1,4731.2,1,0,0.92,0.029,63.9,1,4.91,San Francisco,entire_home,322.15,4.37,4.88,5.0,29,moderate,0,0,0,0,1,0.102,0.301,21.5,1,0,0,0.167,0,0.103,0,12.96,4,0,0
