guest_id,guest_account_age_days,guest_past_bookings_count,guest_past_support_tickets_12m,guest_past_refund_requests_12m,guest_lifetime_booking_value,guest_id_verified
G02130,2637,3,1,0,2777.54,1
G02131,489,5,0,0,1570.19,1
G02132,1348,5,1,0,5251.55,1
G02133,494,5,2,1,2424.97,1
G02134,1668,5,0,0,2987.9,1
G02135,1638,8,1,1,1393.57,1
G02136,19,2,0,0,1887.22,1
G02137,2445,6,0,1,918.18,1
G02138,1001,6,2,2,1874.57,1
G02139,851,6,0,0,2681.06,1
G02140,1389,1,2,0,736.88,1
G02141,1355,10,3,0,1011.94,1
G02142,1368,5,3,1,1372.56,1
G02143,822,3,3,0,1276.63,1
G02144,455,0,3,0,1141.21,0
G02145,1625,7,3,0,1580.63,1
G02146,2773,4,6,1,2610.94,1
G02147,711,6,0,1,921.85,1
G02148,2191,4,2,0,1065.64,0
G02149,917,2,0,0,2423.49,1
G02150,2876,4,1,0,3553.01,1
G02151,2653,9,3,1,5014.99,1
G02152,1497,4,1,2,1101.95,1
G02153,1441,5,1,0,1320.64,1
G02154,305,8,0,0,1252.61,1
G02155,736,2,1,0,6453.68,1
G02156,2339,2,0,0,1713.01,1
G02157,1964,5,1,2,5892.53,1
G02158,2150,4,1,0,2613.0,1
G02159,2010,8,3,0,3523.34,1
G02160,2915,6,2,1,2607.62,1
G02161,2890,9,0,2,1938.21,1
G02162,962,7,1,0,1849.23,1
G02163,2990,2,0,1,648.44,1
G02164,1027,8,1,0,3029.05,1
G02165,2133,3,4,0,4045.29,1
G02166,2376,5,1,0,787.32,1
G02167,2864,4,1,1,1551.86,1
G02168,1474,5,1,1,1149.91,1
G02169,2502,4,0,2,3645.08,1
G02170,1948,8,0,0,971.76,1
G02171,2677,0,1,0,2206.79,1
G02172,1178,7,3,0,4349.23,1
G02173,665,4,2,0,1820.06,1
G02174,12,5,1,0,2313.7,1
G02175,1157,2,0,1,1070.35,1
G02176,304,3,0,0,2090.55,1
G02177,1764,3,1,0,1449.42,0
G02178,2831,1,1,1,2020.95,1
G02179,43,3,2,0,5618.4,1
G02180,944,4,2,1,4919.68,0
G02181,2391,4,1,0,4266.72,1
G02182,1350,7,2,0,2174.39,1
G02183,2546,9,4,0,1966.71,0
G02184,2412,1,1,0,1208.36,0
G02185,891,3,0,1,2558.67,1
G02186,2475,5,1,0,846.63,1
G02187,1005,1,0,0,2108.2,1
G02188,21,3,1,0,2427.07,1
G02189,407,5,1,0,1097.89,1
G02190,2667,7,1,2,2769.6,0
G02191,1015,4,1,0,2211.16,1
G02192,336,6,1,0,1980.45,1
G02193,1839,4,1,1,2692.83,1
G02194,1148,3,1,0,1752.36,1
G02195,2447,5,1,1,1814.55,1
G02196,2841,4,0,0,1855.62,0
G02197,1828,4,0,0,1743.28,1
G02198,715,4,0,0,442.1,1
G02199,51,5,2,1,2081.66,1
G02200,324,4,1,0,3072.83,1
G02201,789,8,1,0,1807.02,1
G02202,141,3,1,1,1798.78,1
G02203,470,5,1,0,1028.6,1
G02204,787,4,1,0,1168.72,1
G02205,1826,3,1,0,2487.68,1
G02206,1358,5,0,0,1699.04,1
G02207,1917,5,0,0,2968.34,1
G02208,964,5,1,0,2185.43,1
G02209,373,2,1,1,2745.59,1
G02210,2542,4,2,0,1458.93,0
G02211,1693,4,1,1,2578.37,1
G02212,2799,7,2,0,971.16,1
G02213,1180,2,4,0,3141.66,1
G02214,2339,3,0,0,2333.7,1
G02215,1672,4,1,1,7322.74,1
G02216,106,5,0,0,2277.74,1
G02217,1444,7,2,1,2052.25,1
G02218,2718,5,2,0,2142.56,1
G02219,1682,3,2,0,2776.25,1
G02220,2,2,1,1,1661.86,1
G02221,2637,5,1,0,2463.07,1
G02222,2692,7,0,0,2293.3,0
G02223,2138,5,1,2,3508.55,0
G02224,350,5,1,2,1862.06,1
G02225,1287,7,2,0,2688.74,1
G02226,1063,7,2,0,2883.45,1
G02227,2957,10,1,0,3778.88,1
G02228,2207,4,3,1,1504.69,1
G02229,2360,4,1,0,2738.58,1
G02230,445,0,2,0,2015.47,1
G02231,2346,3,0,1,971.78,1
G02232,952,3,2,0,2231.4,1
G02233,36,2,0,1,879.44,1
G02234,1108,9,1,1,3466.69,1
G02235,1476,8,3,0,1353.16,1
G02236,1799,8,1,1,1718.81,1
G02237,1846,4,2,0,3451.6,1
G02238,1409,10,0,0,2219.83,1
G02239,1196,3,0,1,3940.26,1
G02240,1400,2,3,0,2842.09,1
G02241,1709,2,2,0,3088.68,1
G02242,1386,2,1,0,1755.46,1
G02243,2607,6,2,1,2765.12,1
G02244,2939,2,1,0,1922.35,1
G02245,2189,9,1,0,2558.73,1
G02246,2935,8,1,0,4200.84,1
G02247,1301,4,0,2,2945.23,0
G02248,2774,4,1,0,2764.13,1
G02249,1244,3,3,0,3826.8,1
G02250,521,9,1,0,2237.92,1
G02251,1807,10,1,0,1494.57,1
G02252,10,5,3,0,3900.11,1
G02253,984,5,2,1,4049.53,1
G02254,2426,9,0,0,3704.32,1
G02255,1657,2,2,1,791.66,1
G02256,1661,5,3,0,2771.34,1
G02257,2730,5,1,2,2667.42,1
G02258,2632,8,2,1,1930.81,1
G02259,2200,6,1,0,2296.32,1
G02260,720,6,0,0,2959.76,1
G02261,1073,7,1,1,2851.46,1
G02262,859,5,3,0,817.55,1
G02263,1317,5,2,0,2893.5,1
G02264,1604,7,2,0,1467.63,1
G02265,50,4,2,0,4463.05,1
G02266,2712,4,1,0,2605.73,1
G02267,2579,6,0,0,3297.62,1
G02268,2905,6,1,1,1790.35,1
G02269,146,4,1,1,3330.22,1
G02270,915,3,3,0,1513.16,1
G02271,1463,3,1,1,1529.54,1
G02272,2290,10,2,1,1803.9,0
G02273,581,6,1,0,4852.1,1
G02274,2735,6,0,0,1832.46,1
G02275,1585,4,1,0,2144.44,1
G02276,483,1,3,0,702.79,1
G02277,1250,5,1,0,5880.86,1
G02278,673,7,1,1,1483.72,0
G02279,631,4,1,0,3100.04,1
G02280,2709,3,4,0,3135.25,1
G02281,662,5,0,0,2107.93,1
G02282,2853,7,2,0,1525.36,1
G02283,2467,9,2,1,3502.29,1
G02284,988,2,0,0,2368.34,0
G02285,1547,6,2,0,1790.87,1
G02286,650,2,0,1,1737.51,1
G02287,969,3,3,0,3536.37,1
G02288,2638,5,1,0,3069.83,1
G02289,1101,3,0,0,2117.3,1
G02290,2557,4,1,0,3547.09,1
G02291,441,5,1,0,2637.39,1
G02292,921,4,1,0,2873.07,1
G02293,770,5,1,0,2479.99,1
G02294,1344,2,3,0,1704.66,1
G02295,1827,4,0,0,1900.04,0
G02296,263,5,0,0,911.04,1
G02297,1578,6,1,0,2679.21,0
G02298,2685,10,4,0,1342.98,1
G02299,2507,5,2,1,2929.79,1
G02300,999,6,1,0,1763.8,1
G02301,700,7,1,0,5590.15,1
G02302,2350,4,0,0,2399.7,1
G02303,1604,7,1,0,948.27,1
G02304,1242,6,2,0,1011.7,1
G02305,1126,2,0,0,1662.41,1
G02306,2602,3,2,0,1506.89,1
G02307,2336,4,1,0,6792.59,1
G02308,1191,4,2,0,622.13,1
G02309,2669,5,3,3,2060.92,0
G02310,1006,7,2,2,4410.79,1
G02311,36,3,4,0,2737.88,1
G02312,744,3,0,1,1586.31,1
G02313,1765,6,2,0,3973.66,1
G02314,353,3,1,0,2980.27,1
G02315,1923,9,3,1,901.84,0
G02316,73,7,5,0,3600.33,1
G02317,2696,5,1,1,3178.85,1
G02318,1377,6,2,2,1302.84,1
G02319,1915,6,1,0,5925.91,0
G02320,1094,3,3,0,2250.06,1
G02321,2473,8,0,2,2252.08,1
G02322,708,10,0,0,3407.68,1
G02323,1805,6,0,0,2179.19,1
G02324,2609,7,0,1,1905.72,1
G02325,2876,2,2,0,2174.52,1
G02326,956,5,4,1,2564.16,1
G02327,2565,8,0,0,3202.39,1
G02328,2476,6,0,1,1606.35,0
G02329,160,2,2,0,3413.28,1
G02330,2197,3,3,1,1726.91,0
G02331,2824,10,0,0,2178.5,1
G02332,1736,3,1,1,1502.31,0
G02333,1586,4,1,0,1136.23,1
G02334,67,9,1,0,3026.97,1
G02335,2429,2,0,0,3417.65,1
G02336,58,5,4,0,1521.99,1
G02337,342,1,2,0,4192.79,1
G02338,1154,5,0,1,1885.43,1
G02339,2775,9,1,0,1072.42,1
G02340,1196,2,0,1,1117.65,1
G02341,2818,5,0,1,3589.22,1
G02342,2662,6,2,0,1701.59,1
G02343,1233,7,2,0,1785.55,1
G02344,2402,3,3,0,1106.99,1
G02345,1495,7,1,0,1443.76,1
G02346,1822,7,0,0,2482.26,1
G02347,116,6,1,0,1673.31,1
G02348,662,4,0,1,1806.77,1
G02349,1466,10,2,1,2451.66,0
G02350,2501,6,0,0,2387.73,1
G02351,1869,8,2,0,2629.95,1
G02352,2335,3,0,0,2888.12,0
G02353,1017,6,2,2,4990.91,1
G02354,311,9,1,0,1561.21,1
G02355,208,3,0,2,1471.82,1
G02356,2666,7,0,0,2021.93,1
G02357,2494,4,2,0,2139.74,1
G02358,2718,3,1,1,2099.74,1
G02359,633,9,1,0,3680.34,1
G02360,2103,4,4,0,2457.05,1
G02361,2960,4,1,2,2187.6,1
G02362,657,3,3,0,1130.2,1
G02363,1424,2,4,0,833.27,1
G02364,1932,3,1,0,3202.02,0
G02365,2563,6,0,0,3792.86,1
G02366,1680,12,1,0,2126.6,1
G02367,237,7,2,2,4368.76,1
G02368,348,4,0,1,1488.88,1
G02369,2675,7,0,0,1104.76,1
G02370,630,5,0,1,2255.99,1
G02371,1541,8,0,1,1360.78,1
G02372,2004,4,2,0,3934.3,1
G02373,1272,7,0,0,1093.16,1
G02374,364,5,2,0,2043.62,1
G02375,2369,2,2,0,1837.21,1
G02376,286,4,1,1,2520.25,1
G02377,149,6,1,0,2055.54,1
G02378,1108,6,0,0,2524.01,1
G02379,2454,4,1,1,2676.03,1
G02380,456,3,2,0,1821.07,1
G02381,1767,4,0,2,2661.19,1
G02382,800,5,1,0,2659.45,1
G02383,1185,7,0,0,2689.21,0
G02384,1013,10,1,3,940.03,1
G02385,2832,7,1,1,3259.62,1
G02386,2508,5,0,0,1318.09,1
G02387,1524,3,1,0,3805.1,1
G02388,2786,4,2,1,2452.7,1
G02389,2557,4,1,0,2617.46,1
G02390,481,8,2,1,3580.65,1
G02391,1687,8,1,0,1091.55,1
G02392,2162,4,0,1,2720.89,1
G02393,2797,4,1,0,2834.63,1
G02394,1602,8,3,1,4002.17,1
G02395,2409,4,2,2,1494.72,1
G02396,341,6,2,1,3714.69,0
G02397,2818,6,1,0,3003.87,0
G02398,2011,1,2,1,571.57,1
G02399,2809,5,0,0,3405.18,1
G02400,2497,3,1,0,933.98,1
G02401,1867,9,1,0,2397.89,1
G02402,835,4,1,2,2178.86,1
G02403,1204,8,0,0,1760.93,1
G02404,1726,8,1,0,3385.32,1
G02405,1690,2,2,0,7359.8,1
G02406,311,6,3,0,2186.37,1
G02407,262,9,0,0,2952.77,1
G02408,1443,4,1,0,3111.11,1
G02409,406,4,2,0,3949.82,1
G02410,2191,6,1,2,1545.45,1
G02411,342,13,0,0,1023.68,1
G02412,1340,6,1,3,1865.59,1
G02413,244,8,1,0,3756.9,1
G02414,490,8,1,0,1966.98,1
G02415,12,1,0,0,1738.88,1
G02416,561,8,3,1,912.26,1
G02417,42,4,0,0,2067.75,1
G02418,2726,4,0,0,3065.2,0
G02419,594,2,2,0,2434.57,1
G02420,1453,6,0,1,1436.85,0
G02421,1827,6,0,0,3379.4,1
G02422,1694,3,0,0,1404.77,1
G02423,134,5,2,0,2068.59,1
G02424,948,8,2,1,2673.38,1
G02425,73,9,2,0,2444.7,0
G02426,399,3,2,1,2882.56,1
G02427,1429,2,0,1,2852.81,1
G02428,2626,7,2,0,1262.51,1
G02429,2907,6,0,0,1488.76,1
G02430,130,6,1,0,3121.84,1
G02431,2979,6,1,2,2976.29,1
G02432,1812,4,1,0,1943.45,1
G02433,2002,6,0,0,1331.56,1
G02434,266,10,0,1,4017.97,1
G02435,1561,4,0,2,1671.73,1
G02436,1986,3,0,0,2710.01,1
G02437,793,0,2,1,2554.17,1
G02438,2301,8,1,0,1734.77,0
G02439,2870,3,1,0,2034.94,1
G02440,1313,4,3,0,2443.55,1
G02441,164,5,1,0,3122.6,1
G02442,95,3,2,1,1889.18,1
G02443,1806,2,0,1,2713.5,1
G02444,2881,8,2,0,3772.29,0
G02445,1134,4,1,0,2088.84,1
G02446,2384,3,1,0,1126.98,1
G02447,822,8,0,0,1235.86,0
G02448,238,5,1,0,3021.09,1
G02449,2429,6,0,0,1537.24,1
G02450,2947,7,3,0,2501.69,1
G02451,2531,10,3,0,2117.44,0
G02452,1961,7,0,0,481.73,1
G02453,2950,3,0,0,1764.6,1
G02454,1049,3,2,1,2003.19,1
G02455,1677,7,1,0,1829.78,1
G02456,2530,3,2,0,1833.43,0
G02457,2965,3,0,0,2498.97,1
G02458,964,3,0,1,1274.63,1
G02459,537,8,0,1,1023.06,1
G02460,1604,2,3,0,1381.41,1
G02461,1980,5,2,2,4312.63,1
G02462,128,4,0,1,2196.47,1
G02463,92,2,1,0,1109.6,1
G02464,543,3,1,1,1137.51,1
G02465,846,2,0,0,2905.21,1
G02466,1682,6,0,1,4208.41,1
G02467,1852,3,0,0,1590.7,1
G02468,2495,6,3,1,1666.22,1
G02469,390,5,2,0,5852.17,1
G02470,2720,4,1,0,1697.82,1
G02471,1885,6,3,1,599.89,0
G02472,43,6,0,0,2361.67,1
G02473,254,6,0,0,1448.48,1
G02474,1084,7,1,1,2169.4,0
G02475,2711,10,0,1,4785.6,0
G02476,2515,12,1,0,2176.57,0
G02477,2335,5,1,0,2127.01,1
G02478,1541,7,1,0,1086.88,1
G02479,1954,10,1,0,2224.75,1
G02480,2826,2,4,0,3187.55,1
G02481,2393,4,5,1,5298.33,1
G02482,642,6,0,0,683.35,1
G02483,2430,4,2,0,3051.1,1
G02484,690,5,1,0,1329.91,0
G02485,1277,3,1,0,3391.84,1
G02486,1951,3,0,1,929.83,1
G02487,1080,3,1,0,3596.95,1
G02488,1487,6,2,1,3410.39,0
G02489,457,5,0,1,2862.14,1
G02490,983,9,0,1,2349.01,1
G02491,2131,1,2,0,696.01,1
G02492,1123,5,3,0,4519.87,1
G02493,149,6,0,0,1826.33,1
G02494,1353,5,0,1,4378.31,0
G02495,1180,8,0,0,2123.17,1
G02496,190,4,0,0,2455.68,1
G02497,883,6,1,0,2369.56,1
G02498,2311,5,0,0,1848.76,1
G02499,400,7,4,0,1344.83,1
G02500,2812,4,1,0,3106.96,1
G02501,609,7,0,0,954.82,1
G02502,1796,4,1,1,2448.83,1
G02503,1639,5,0,0,1324.91,1
G02504,1576,5,1,0,2438.03,0
G02505,2833,5,2,1,2568.01,1
G02506,2149,6,2,0,3122.19,1
G02507,1383,5,1,0,3425.11,1
G02508,1404,3,2,0,1780.34,1
G02509,820,3,2,0,1293.74,1
G02510,820,5,1,1,514.97,1
G02511,420,4,0,0,606.96,1
G02512,124,5,0,1,3233.44,1
G02513,422,2,2,0,1090.26,0
G02514,1509,8,0,0,2826.18,1
G02515,1598,4,3,1,5633.05,1
G02516,768,1,3,0,1177.0,1
G02517,2045,3,3,0,2227.28,1
G02518,2531,6,2,0,1813.59,1
G02519,2567,7,1,0,3982.42,1
G02520,2203,5,0,1,1431.56,1
G02521,2140,3,2,1,1920.42,1
G02522,1550,5,4,2,1065.23,0
G02523,2503,4,2,0,1693.17,1
G02524,1765,4,0,1,1118.24,0
G02525,2045,2,0,0,2470.93,1
G02526,2646,3,0,1,4484.86,1
G02527,510,4,3,0,2294.63,0
G02528,1207,6,1,1,3275.85,1
G02529,386,8,3,0,1238.56,1
G02530,1598,5,0,0,1094.34,1
G02531,2453,2,0,0,2706.16,0
G02532,2294,3,1,2,3650.43,0
G02533,742,6,2,1,1587.27,1
G02534,2709,6,0,0,1832.92,1
G02535,2698,9,0,0,696.63,1
G02536,1912,5,0,0,3565.28,1
G02537,1447,3,3,0,1653.91,1
G02538,901,6,1,0,2394.03,0
G02539,2113,4,0,0,1936.5,1
G02540,2261,5,1,0,4138.99,1
G02541,2010,4,2,3,904.1,1
G02542,242,7,0,0,2726.14,1
G02543,2541,9,0,0,1931.16,1
G02544,2386,6,0,0,2712.49,1
G02545,2021,5,0,0,1370.67,1
G02546,173,2,1,0,1786.42,0
G02547,672,7,2,0,615.49,0
G02548,164,2,1,1,1150.27,0
G02549,465,5,1,0,853.24,0
G02550,497,5,1,0,2760.14,1
G02551,700,4,1,0,3054.04,1
G02552,2443,2,2,0,1566.01,1
G02553,703,11,0,0,3489.3,1
G02554,1941,5,0,1,2726.65,1
G02555,2356,8,3,0,1528.64,1
G02556,1792,10,0,0,960.24,0
G02557,183,10,1,0,784.17,0
G02558,629,5,0,0,1227.4,1
G02559,2558,2,2,0,5136.14,1
G02560,1732,7,0,0,3373.76,1
G02561,546,7,1,1,3443.86,1
G02562,1588,10,1,0,1401.55,1
G02563,624,3,0,1,3302.53,1
G02564,594,7,2,0,2310.51,1
G02565,744,6,1,0,3657.43,1
G02566,1769,2,1,1,3391.02,1
G02567,1460,2,2,0,3274.95,1
G02568,1949,3,2,0,1792.59,1
G02569,2602,4,1,1,2336.88,1
G02570,2069,2,2,0,1770.03,1
G02571,2602,9,2,1,1808.77,1
G02572,2445,7,0,0,2022.63,1
G02573,2673,8,1,0,1649.46,1
G02574,105,3,0,0,3419.99,1
G02575,2240,7,3,1,2985.97,1
G02576,17,3,1,0,4866.65,1
G02577,393,10,3,0,1099.63,1
G02578,425,4,0,0,8530.48,1
G02579,2177,7,0,0,2983.62,1
G02580,572,2,1,1,348.79,1
G02581,2077,2,2,1,1416.96,1
G02582,1121,5,1,1,2639.51,1
G02583,242,10,1,0,2827.72,1
G02584,2280,6,1,0,351.53,0
G02585,789,4,2,0,1938.87,1
G02586,715,1,0,0,2953.0,1
G02587,759,8,1,0,1996.29,1
G02588,2850,5,4,3,2467.13,1
G02589,776,3,0,1,775.25,1
G02590,2774,4,0,0,1396.66,0
G02591,2248,3,0,0,4081.72,1
G02592,2993,3,1,0,1576.1,1
G02593,79,4,2,0,2647.74,1
G02594,856,4,0,0,1086.84,1
G02595,2515,5,0,0,1196.52,1
G02596,2629,3,0,1,1447.38,1
G02597,1440,6,1,0,1982.25,1
G02598,2988,4,2,0,2071.34,1
G02599,2497,6,0,1,5146.47,0
G02600,2135,6,1,2,2777.67,1
G02601,2149,5,0,0,2284.24,1
G02602,1032,7,3,2,3264.98,0
G02603,845,5,1,0,1259.07,1
G02604,87,6,1,0,708.44,1
G02605,2091,4,0,0,2299.96,1
G02606,408,8,3,2,2022.13,1
G02607,2712,11,2,0,883.02,1
G02608,1669,6,0,1,3186.54,1
G02609,148,3,0,0,1718.76,0
G02610,2325,4,3,0,1753.58,1
G02611,232,8,2,0,2074.26,1
G02612,1951,6,1,1,3171.03,1
G02613,366,5,0,0,1292.16,1
G02614,1675,6,3,0,1959.15,1
G02615,436,4,0,0,2234.77,1
G02616,399,5,1,0,2547.86,1
G02617,1235,14,1,1,1137.05,1
G02618,1415,4,2,1,1888.46,1
G02619,2547,6,1,0,4375.21,1
G02620,2588,2,0,0,3475.45,1
G02621,563,5,1,0,4559.09,1
G02622,2490,5,1,0,2521.0,1
G02623,1285,4,0,0,2224.58,1
G02624,773,3,0,0,1185.14,1
G02625,2398,6,1,1,4317.13,0
G02626,2038,5,3,0,1430.15,1
G02627,2568,7,0,0,1785.65,1
G02628,1344,8,2,0,2204.38,1
G02629,2186,6,1,0,2771.04,1
G02630,1574,5,0,0,1354.3,1
G02631,992,8,1,0,1787.45,1
G02632,2416,9,1,0,1660.01,1
G02633,1247,3,1,0,1716.97,1
G02634,360,5,0,0,1277.64,1
G02635,921,2,3,2,2806.23,1
G02636,2377,6,0,0,3324.91,1
G02637,2511,9,1,2,5853.35,1
G02638,2994,5,0,0,2821.69,0
G02639,963,7,1,0,1071.77,1
G02640,1828,7,3,1,1342.64,1
G02641,2884,3,1,0,1066.03,1
G02642,1614,5,2,0,2997.7,1
G02643,1641,5,2,0,3176.01,1
G02644,2217,4,2,0,3838.83,1
G02645,217,5,2,1,1818.42,1
G02646,378,4,0,0,2576.54,1
G02647,119,8,2,1,3228.62,1
G02648,190,7,1,0,4062.86,1
G02649,2815,6,4,1,3611.14,1
G02650,370,7,1,0,2936.89,1
G02651,1802,10,0,1,3236.23,1
G02652,2197,4,1,1,619.36,1
G02653,652,9,1,0,3241.44,1
G02654,1883,9,2,1,2305.85,1
G02655,1512,9,0,0,1785.6,1
G02656,770,3,3,0,2233.51,1
G02657,2422,3,2,0,2388.0,1
G02658,781,8,0,0,654.78,1
G02659,1717,6,0,0,956.88,1
G02660,2208,9,1,0,1174.68,1
G02661,2399,2,0,1,4731.2,1
G02662,1312,6,1,0,1228.21,1
G02663,2940,2,2,0,2220.47,1
G02664,1250,9,0,0,2493.91,1
G02665,523,6,1,2,2489.4,1
G02666,522,1,1,2,1863.13,1
G02667,783,3,1,0,3351.21,1
G02668,2321,4,0,0,2499.65,1
G02669,936,4,0,0,1844.28,1
G02670,2231,6,2,0,2859.62,1
G02671,1689,8,2,0,4578.99,1
G02672,488,5,1,0,955.87,1
G02673,1851,11,0,0,1839.98,0
G02674,846,9,1,0,2345.69,1
G02675,2172,5,2,0,2172.78,0
G02676,2838,4,1,1,2994.81,1
G02677,2462,3,2,2,1411.58,1
G02678,2004,12,1,0,2020.76,1
G02679,1749,5,3,1,1050.2,1
G02680,686,12,4,0,2157.93,1
G02681,2161,4,1,0,2270.54,0
G02682,2936,5,1,0,1813.99,1
G02683,2170,3,0,0,1276.54,1
G02684,1568,3,5,1,1130.98,1
G02685,1246,5,0,0,1335.25,1
G02686,39,3,5,0,1940.64,1
G02687,2545,8,2,1,1495.61,1
G02688,780,6,1,0,2464.08,1
G02689,1257,4,2,0,3055.92,0
G02690,2991,2,0,0,1072.21,1
G02691,2197,8,2,0,1918.23,1
G02692,2709,7,0,1,1848.68,1
G02693,1928,3,0,0,1947.1,1
G02694,302,3,4,0,1860.59,1
G02695,2286,8,1,0,1678.96,1
G02696,647,5,1,0,1908.55,1
G02697,663,6,0,0,2485.1,1
G02698,2284,9,1,0,2520.3,0
G02699,1760,4,0,1,2335.03,1
G02700,2251,5,1,0,1604.6,1
G02701,256,6,0,0,1026.91,1
G02702,598,7,1,0,2394.18,1
G02703,662,3,2,0,2185.56,1
G02704,235,4,1,0,2261.66,1
G02705,1369,4,0,0,4744.85,1
G02706,2582,1,0,0,2839.15,1
G02707,2908,5,2,0,2061.85,1
G02708,770,4,0,0,3270.44,1
G02709,2589,1,1,1,2349.92,1
G02710,213,3,2,0,2790.54,1
G02711,463,7,1,0,2100.44,1
G02712,2484,0,2,0,496.64,1
G02713,283,9,2,1,1931.0,1
G02714,1487,5,1,0,2425.21,1
G02715,1431,4,1,0,1705.82,1
G02716,88,0,1,0,2599.99,1
G02717,1068,6,0,0,1695.5,0
G02718,461,6,3,0,4731.74,1
G02719,2326,2,2,0,2410.75,1
G02720,2469,3,0,0,2058.54,1
G02721,1725,5,0,1,2193.51,1
G02722,1377,7,0,0,1559.4,1
G02723,2744,5,2,0,3410.49,0
G02724,515,5,3,1,1366.97,1
G02725,703,6,2,1,4204.31,1
G02726,1654,3,1,0,3516.0,1
G02727,2067,5,1,2,1415.07,1
G02728,23,4,2,0,1134.02,1
G02729,2461,3,1,1,1465.62,1
G02730,1054,7,3,1,3885.45,1
G02731,1831,4,2,0,1909.74,1
G02732,2156,7,0,0,949.15,1
G02733,1305,6,1,0,3268.79,1
G02734,1135,4,0,0,2956.78,1
G02735,2184,4,1,0,2761.22,1
G02736,362,3,3,0,4491.43,1
G02737,2177,5,1,1,2673.92,1
G02738,1900,4,1,0,3526.52,1
G02739,1285,10,2,0,1752.4,1
G02740,515,8,1,0,2487.62,1
G02741,449,2,3,0,3408.73,1
G02742,1924,3,1,2,902.11,1
G02743,1507,7,0,0,1816.49,0
G02744,1248,4,1,1,2057.51,1
G02745,1856,6,1,0,3953.33,1
G02746,874,4,2,0,2277.6,1
G02747,2521,5,2,0,982.03,1
G02748,1429,5,0,0,1412.34,1
G02749,2350,9,0,0,1798.67,1
G02750,2279,4,0,0,1789.49,1
G02751,1755,1,1,0,3500.32,1
G02752,923,4,0,0,3095.9,1
G02753,2985,6,2,2,1498.61,0
G02754,2160,3,0,0,1960.44,1
G02755,1037,4,0,0,1494.94,1
G02756,1417,10,2,0,2947.94,1
G02757,2548,9,3,1,2196.72,0
G02758,2980,6,4,1,1260.7,1
G02759,2646,7,3,0,4211.52,1
G02760,2282,0,3,1,4263.9,0
G02761,2650,6,3,0,1195.89,1
G02762,314,2,0,1,3674.33,1
G02763,2614,3,3,0,1501.49,1
G02764,2257,13,3,0,2767.82,1
G02765,1998,5,0,1,1207.96,1
G02766,1038,2,4,1,1232.96,1
G02767,1657,6,6,0,1472.07,1
G02768,2635,6,1,0,3413.72,1
G02769,1779,4,0,0,737.18,1
G02770,1015,8,1,0,2736.56,1
G02771,1094,10,0,1,2509.87,1
G02772,1125,9,2,1,3510.62,1
G02773,698,4,1,0,1389.94,1
G02774,2180,3,1,0,3545.35,1
G02775,1405,6,2,0,3418.2,1
G02776,1156,7,1,0,1726.46,1
G02777,1044,5,0,0,2872.1,0
G02778,1930,4,2,1,1244.04,1
G02779,2584,6,0,0,1874.47,0
G02780,1014,5,0,3,1530.41,1
G02781,227,5,1,1,1159.63,0
G02782,1829,1,0,2,2700.77,1
G02783,1493,6,1,1,1663.13,0
G02784,822,4,1,0,3639.1,1
G02785,2024,4,1,0,1113.83,1
G02786,871,2,2,1,3318.28,1
G02787,2453,5,1,1,2097.41,1
G02788,2250,4,0,0,2352.82,1
G02789,2086,9,2,0,1330.03,1
G02790,2990,4,2,0,2028.98,1
G02791,1796,0,1,0,2358.21,1
G02792,188,11,1,0,2644.47,0
G02793,1081,8,1,0,2706.94,1
G02794,941,7,1,0,2490.12,1
G02795,2321,6,0,0,3858.28,1
G02796,2631,3,2,1,1085.61,1
G02797,2564,5,2,0,836.57,1
G02798,526,6,4,0,4201.45,1
G02799,336,3,1,1,2505.94,1
G02800,2746,5,1,0,3492.7,1
G02801,1079,8,1,1,502.69,1
G02802,2548,6,3,0,2374.09,1
G02803,2948,7,1,0,717.88,1
G02804,2814,4,1,0,2774.19,1
G02805,2584,3,1,1,2516.38,1
G02806,162,8,1,0,4146.73,1
G02807,594,1,2,0,2261.76,1
G02808,1939,5,0,2,3569.35,1
G02809,2207,6,1,0,3061.27,0
G02810,60,5,1,0,2027.6,0
G02811,2963,5,1,0,2541.13,1
G02812,1902,5,1,0,3910.37,1
G02813,2259,5,2,1,6467.19,1
G02814,406,6,1,0,3065.3,1
G02815,664,5,0,1,3456.54,1
G02816,1133,5,1,1,2815.44,1
G02817,1100,8,0,2,3704.25,1
G02818,542,3,1,0,756.46,1
G02819,1338,5,0,0,2520.08,1
G02820,998,3,0,1,2253.49,1
G02821,1141,3,3,1,2196.8,1
G02822,2975,7,0,0,2582.97,1
G02823,868,4,0,0,2455.3,1
G02824,2067,4,2,0,2469.33,1
G02825,432,2,3,2,195.78,1
G02826,740,6,0,1,3900.88,1
G02827,1374,3,0,2,3406.07,1
G02828,183,7,0,0,993.12,1
G02829,2161,7,1,0,1511.62,1
G02830,1207,8,1,1,4319.14,1
G02831,2529,6,0,2,1681.75,0
G02832,1170,7,0,1,2705.66,1
G02833,831,4,1,0,2677.25,1
G02834,1652,7,2,1,1680.76,1
G02835,1137,2,0,0,1202.35,1
G02836,2811,5,1,0,823.74,0
G02837,476,3,2,0,2632.22,1
G02838,2811,7,2,2,2854.17,1
G02839,1327,5,0,0,1255.53,1
